,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total,clusters,cluster
8270,117,0,158,31,244,2628,0,pink
8271,163,0,371,55,479,6246,1,purple
8272,5,0,5,5,5,48,0,pink
8273,0,0,5,0,5,74,0,pink
8274,5,0,5,0,5,132,0,pink
8275,5,0,5,5,5,202,0,pink
8276,14,0,56,5,66,912,0,pink
8277,32,0,95,10,117,1333,0,pink
8278,51,0,110,17,144,1608,0,pink
8279,61,0,96,22,135,1937,0,pink
8280,0,30,307,0,337,4272,1,purple
8281,0,5,5,0,5,46,0,pink
8282,0,0,5,0,5,48,0,pink
8283,0,5,5,0,5,82,0,pink
8284,0,0,11,0,11,116,0,pink
8285,0,5,34,0,38,564,0,pink
8286,0,5,58,0,67,776,0,pink
8287,0,5,74,0,79,1012,0,pink
8288,0,5,125,0,132,1628,0,pink
8289,0,46,251,0,297,3837,1,purple
8290,0,0,5,0,5,45,0,pink
8291,0,5,5,0,5,47,0,pink
8292,0,5,5,0,5,71,0,pink
8293,0,5,5,0,11,116,0,pink
8294,0,5,37,0,44,544,0,pink
8295,0,5,38,0,46,688,0,pink
8296,0,11,62,0,73,941,0,pink
8297,0,13,100,0,113,1385,0,pink
8298,21,53,277,5,342,4052,1,purple
8299,0,0,5,0,5,43,0,pink
8300,0,0,5,0,5,56,0,pink
8301,0,5,5,0,5,107,0,pink
8302,0,0,5,0,5,129,0,pink
8303,5,15,31,5,46,563,0,pink
8304,5,12,38,5,52,691,0,pink
8305,5,12,83,5,97,1004,0,pink
8306,11,11,115,5,134,1459,0,pink
8307,396,5,384,117,671,4168,1,purple
8308,0,0,0,0,0,45,0,pink
8309,0,0,0,0,0,73,0,pink
8310,5,0,5,5,5,87,0,pink
8311,5,0,5,0,5,123,0,pink
8312,37,5,49,14,76,579,0,pink
8313,66,5,76,21,123,755,0,pink
8314,115,5,93,30,179,964,0,pink
8315,174,5,157,51,281,1542,0,pink
8316,705,5,394,197,906,4523,1,purple
8317,0,0,0,0,0,46,0,pink
8318,0,0,0,0,0,74,0,pink
8319,5,0,5,5,5,93,0,pink
8320,5,0,12,5,15,125,0,pink
8321,61,0,38,16,83,614,0,pink
8322,108,5,69,43,135,767,0,pink
8323,193,0,123,58,258,1126,0,pink
8324,331,5,147,73,408,1678,0,pink
8325,370,5,278,91,560,4026,1,purple
8326,5,0,5,0,5,53,0,pink
8327,5,0,5,5,5,84,0,pink
8328,5,0,5,5,5,99,0,pink
8329,5,0,5,0,13,114,0,pink
8330,44,5,43,20,68,591,0,pink
8331,61,5,63,23,102,721,0,pink
8332,92,5,69,18,144,959,0,pink
8333,160,0,88,28,220,1405,0,pink
8334,154,0,212,34,332,3819,1,purple
8335,0,0,5,0,5,46,0,pink
8336,5,0,5,0,5,74,0,pink
8337,5,0,5,5,5,110,0,pink
8338,5,0,5,5,5,145,0,pink
8339,15,0,20,5,32,558,0,pink
8340,36,0,46,12,70,681,0,pink
8341,35,0,62,5,88,918,0,pink
8342,58,0,70,5,122,1287,0,pink
8343,214,0,251,78,387,3979,1,purple
8344,0,0,5,0,5,42,0,pink
8345,5,0,5,0,5,80,0,pink
8346,5,0,0,0,5,105,0,pink
8347,5,0,5,5,5,135,0,pink
8348,29,0,36,13,52,587,0,pink
8349,47,0,52,19,80,727,0,pink
8350,56,0,67,21,102,942,0,pink
8351,72,0,87,24,135,1361,0,pink
8352,241,5,237,71,408,3943,1,purple
8353,0,0,5,0,5,46,0,pink
8354,0,0,0,0,0,65,0,pink
8355,5,0,5,5,5,88,0,pink
8356,5,0,5,5,5,129,0,pink
8357,30,5,40,15,56,590,0,pink
8358,24,0,35,5,52,685,0,pink
8359,69,0,75,21,123,975,0,pink
8360,114,0,79,25,168,1365,0,pink
8361,495,0,350,158,687,4462,1,purple
8362,0,0,5,0,5,46,0,pink
8363,5,0,5,0,5,77,0,pink
8364,5,0,5,5,5,101,0,pink
8365,5,0,13,5,15,122,0,pink
8366,47,0,46,17,76,589,0,pink
8367,71,0,55,25,101,795,0,pink
8368,124,0,83,36,171,1109,0,pink
8369,242,0,144,75,311,1623,0,pink
8370,1477,5,766,550,1695,5450,1,purple
8371,0,0,0,0,0,31,0,pink
8372,5,0,5,0,5,63,0,pink
8373,5,0,5,5,5,95,0,pink
8374,16,0,5,5,21,138,0,pink
8375,98,5,74,48,126,649,0,pink
8376,228,5,148,104,272,935,0,pink
8377,436,0,247,179,504,1408,0,pink
8378,693,0,281,213,761,2131,0,pink
8379,1761,5,851,662,1952,5655,1,purple
8380,0,0,0,0,0,40,0,pink
8381,5,0,5,5,5,76,0,pink
8382,5,0,5,5,11,83,0,pink
8383,26,0,13,10,29,163,0,pink
8384,135,5,83,65,154,685,0,pink
8385,293,5,184,147,330,994,0,pink
8386,489,5,243,185,548,1491,0,pink
8387,805,5,320,251,874,2123,0,pink
8388,807,5,434,277,965,4585,1,purple
8389,5,0,5,0,5,49,0,pink
8390,0,0,5,0,5,67,0,pink
8391,5,0,5,5,5,96,0,pink
8392,14,0,5,5,17,134,0,pink
8393,60,5,48,27,82,629,0,pink
8394,125,0,92,60,157,848,0,pink
8395,236,0,126,85,277,1137,0,pink
8396,367,0,152,98,421,1625,0,pink
8397,300,0,259,101,458,3748,1,purple
8398,5,0,0,0,5,34,0,pink
8399,0,0,5,0,5,59,0,pink
8400,5,0,5,0,5,102,0,pink
8401,5,0,5,5,13,126,0,pink
8402,25,0,34,11,48,518,0,pink
8403,52,0,50,19,83,676,0,pink
8404,84,0,74,36,122,951,0,pink
8405,128,0,89,32,185,1282,0,pink
8406,206,0,229,76,359,3872,1,purple
8407,0,0,0,0,0,38,0,pink
8408,5,0,5,0,5,72,0,pink
8409,5,0,5,0,5,122,0,pink
8410,5,0,5,5,5,153,0,pink
8411,34,0,22,5,47,556,0,pink
8412,44,0,57,22,79,732,0,pink
8413,62,0,62,23,101,940,0,pink
8414,59,0,79,20,118,1259,0,pink
8415,284,5,296,135,446,3899,1,purple
8416,0,0,0,0,0,49,0,pink
8417,5,0,5,5,5,81,0,pink
8418,5,0,5,5,5,96,0,pink
8419,12,0,5,5,13,134,0,pink
8420,67,0,58,34,91,612,0,pink
8421,57,0,61,33,85,741,0,pink
8422,70,5,83,34,120,902,0,pink
8423,68,0,86,29,125,1284,0,pink
8424,235,0,287,110,412,4022,1,purple
8425,5,0,5,0,5,61,0,pink
8426,5,0,5,0,5,100,0,pink
8427,5,0,5,5,5,101,0,pink
8428,10,0,5,5,14,142,0,pink
8429,55,0,55,27,83,578,0,pink
8430,52,0,62,26,88,779,0,pink
8431,67,0,70,30,107,998,0,pink
8432,44,0,84,21,107,1263,0,pink
8433,112,0,201,51,262,3740,1,purple
8434,0,0,5,0,5,52,0,pink
8435,5,0,5,5,5,66,0,pink
8436,5,0,5,5,5,103,0,pink
8437,5,0,5,5,11,172,0,pink
8438,28,0,33,16,45,561,0,pink
8439,22,0,39,10,51,693,0,pink
8440,23,0,49,10,62,898,0,pink
8441,29,0,67,11,85,1195,0,pink
8442,64,0,214,23,255,3901,1,purple
8443,0,0,5,0,5,52,0,pink
8444,0,0,0,0,0,72,0,pink
8445,5,0,5,5,5,118,0,pink
8446,5,0,5,5,5,141,0,pink
8447,5,0,23,5,28,576,0,pink
8448,15,0,47,5,54,697,0,pink
8449,17,0,45,5,57,904,0,pink
8450,20,0,87,5,101,1341,0,pink
8451,166,5,271,78,359,4079,1,purple
8452,0,0,5,0,5,57,0,pink
8453,0,0,5,0,5,80,0,pink
8454,5,0,5,5,5,107,0,pink
8455,5,0,10,5,15,160,0,pink
8456,39,5,36,13,62,612,0,pink
8457,40,0,66,23,83,800,0,pink
8458,44,0,69,19,94,952,0,pink
8459,33,0,84,18,99,1311,0,pink
8460,388,0,382,172,598,4267,1,purple
8461,5,0,5,0,5,43,0,pink
8462,5,0,5,5,5,80,0,pink
8463,5,0,5,5,12,114,0,pink
8464,18,0,12,5,21,160,0,pink
8465,78,0,55,37,96,611,0,pink
8466,90,0,80,38,132,842,0,pink
8467,103,0,116,44,175,1054,0,pink
8468,82,0,111,41,152,1363,0,pink
8469,599,5,505,297,807,4712,1,purple
8470,5,0,5,5,5,34,0,pink
8471,5,0,5,0,5,90,0,pink
8472,19,5,5,5,20,121,0,pink
8473,25,0,18,13,30,159,0,pink
8474,121,0,73,54,140,688,0,pink
8475,130,0,105,71,164,897,0,pink
8476,157,0,151,86,222,1157,0,pink
8477,142,0,143,64,221,1566,0,pink
8478,879,5,658,432,1107,5079,1,purple
8479,0,5,5,0,5,48,0,pink
8480,5,0,5,0,5,71,0,pink
8481,17,0,13,5,21,129,0,pink
8482,34,0,19,14,39,168,0,pink
8483,181,0,128,100,209,789,0,pink
8484,187,0,143,107,223,949,0,pink
8485,220,0,163,107,276,1286,0,pink
8486,236,0,185,95,326,1639,0,pink
8487,1141,5,779,542,1385,5547,1,purple
8488,0,5,5,0,5,54,0,pink
8489,11,5,5,5,12,72,0,pink
8490,39,0,16,15,40,144,0,pink
8491,55,5,37,29,64,199,0,pink
8492,280,5,164,138,307,926,0,pink
8493,271,5,180,130,322,1141,0,pink
8494,265,5,191,123,334,1350,0,pink
8495,220,5,186,105,302,1661,0,pink
8496,953,23,610,393,1190,5344,1,purple
8497,5,5,5,5,5,39,0,pink
8498,11,5,5,5,13,65,0,pink
8499,17,0,10,5,20,123,0,pink
8500,50,0,26,19,57,190,0,pink
8501,214,5,113,85,245,820,0,pink
8502,203,5,133,92,246,1076,0,pink
8503,218,5,163,104,284,1281,0,pink
8504,238,5,160,82,323,1750,0,pink
8505,535,10,405,209,740,4231,1,purple
8506,5,0,5,0,5,42,0,pink
8507,5,0,5,0,5,65,0,pink
8508,5,5,5,5,13,112,0,pink
8509,11,0,5,5,16,137,0,pink
8510,103,5,74,44,135,598,0,pink
8511,109,0,86,48,147,825,0,pink
8512,148,5,115,63,204,1057,0,pink
8513,154,5,114,50,220,1395,0,pink
8514,189,5,251,60,381,4140,1,purple
8515,5,0,5,5,5,45,0,pink
8516,5,0,0,0,5,71,0,pink
8517,5,0,5,0,5,124,0,pink
8518,5,0,5,0,5,134,0,pink
8519,32,0,31,13,50,555,0,pink
8520,44,0,46,13,77,821,0,pink
8521,51,0,82,20,113,1004,0,pink
8522,52,5,84,13,124,1386,0,pink
8523,95,5,184,26,260,3929,1,purple
8524,5,0,5,5,5,50,0,pink
8525,0,0,5,0,5,59,0,pink
8526,5,0,5,5,5,107,0,pink
8527,5,0,5,5,5,117,0,pink
8528,12,5,20,5,29,565,0,pink
8529,21,5,33,5,49,716,0,pink
8530,24,5,57,5,76,985,0,pink
8531,33,5,62,5,93,1330,0,pink
8532,166,5,233,42,360,4035,1,purple
8533,5,0,5,0,5,49,0,pink
8534,5,0,0,0,5,72,0,pink
8535,5,0,5,0,5,102,0,pink
8536,5,0,5,0,5,162,0,pink
8537,15,5,22,5,34,571,0,pink
8538,30,0,43,5,67,743,0,pink
8539,42,5,73,5,107,973,0,pink
8540,74,5,82,23,134,1363,0,pink
8541,183,0,220,35,368,3848,1,purple
8542,5,0,5,0,5,48,0,pink
8543,0,0,5,0,5,70,0,pink
8544,5,0,5,5,5,115,0,pink
8545,5,0,5,0,5,124,0,pink
8546,18,0,26,5,38,585,0,pink
8547,24,0,45,5,63,675,0,pink
8548,53,0,52,5,97,969,0,pink
8549,82,0,80,14,148,1262,0,pink
8550,182,0,227,47,362,3994,1,purple
8551,5,0,0,0,5,60,0,pink
8552,5,0,5,0,5,69,0,pink
8553,5,0,5,0,5,125,0,pink
8554,5,0,5,5,5,145,0,pink
8555,13,0,18,5,29,539,0,pink
8556,26,0,52,5,73,774,0,pink
8557,51,0,64,16,99,999,0,pink
8558,84,0,84,23,145,1283,0,pink
8559,177,5,227,46,358,4044,1,purple
8560,5,0,5,5,5,57,0,pink
8561,0,0,0,0,0,67,0,pink
8562,5,0,5,5,5,103,0,pink
8563,5,0,5,5,5,130,0,pink
8564,14,0,18,5,31,566,0,pink
8565,20,5,46,5,61,762,0,pink
8566,53,0,72,20,105,982,0,pink
8567,81,0,77,14,144,1377,0,pink
8568,176,5,233,56,354,4056,1,purple
8569,5,0,5,0,5,48,0,pink
8570,5,0,5,0,5,72,0,pink
8571,0,0,5,0,5,90,0,pink
8572,0,0,5,0,5,146,0,pink
8573,20,0,31,5,42,577,0,pink
8574,32,5,51,5,76,716,0,pink
8575,41,0,61,15,87,1064,0,pink
8576,81,0,82,24,139,1343,0,pink
8577,214,5,273,53,436,4271,1,purple
8578,5,0,5,5,5,58,0,pink
8579,0,0,5,0,5,67,0,pink
8580,5,5,5,0,5,108,0,pink
8581,5,0,5,0,5,128,0,pink
8582,24,5,36,5,52,618,0,pink
8583,32,0,56,5,80,788,0,pink
8584,52,0,69,18,103,1040,0,pink
8585,101,0,101,17,185,1464,0,pink
8586,249,25,294,71,496,4455,1,purple
8587,0,0,5,0,5,33,0,pink
8588,5,0,5,0,5,62,0,pink
8589,0,0,5,0,5,99,0,pink
8590,5,0,10,0,15,142,0,pink
8591,14,5,28,5,42,598,0,pink
8592,41,10,54,17,88,813,0,pink
8593,71,5,89,24,142,1190,0,pink
8594,117,5,107,26,202,1518,0,pink
8595,241,86,283,59,550,4762,1,purple
8596,0,5,5,0,5,47,0,pink
8597,0,0,0,0,0,66,0,pink
8598,5,0,5,0,5,105,0,pink
8599,5,5,5,0,10,143,0,pink
8600,17,12,27,5,49,635,0,pink
8601,39,5,67,16,99,929,0,pink
8602,76,24,86,23,162,1180,0,pink
8603,105,35,96,13,223,1657,0,pink
8604,231,35,311,69,507,4408,1,purple
8605,0,0,5,0,5,43,0,pink
8606,0,0,5,0,5,60,0,pink
8607,5,5,5,5,5,102,0,pink
8608,5,5,5,5,5,160,0,pink
8609,17,5,30,5,43,566,0,pink
8610,31,5,82,16,105,883,0,pink
8611,51,13,86,18,132,1073,0,pink
8612,126,11,103,27,212,1521,0,pink
8613,164,5,240,44,368,3807,1,purple
8614,0,0,5,0,5,41,0,pink
8615,5,0,5,0,5,41,0,pink
8616,5,0,5,0,5,88,0,pink
8617,5,0,5,5,5,135,0,pink
8618,12,5,34,5,41,472,0,pink
8619,17,5,37,5,52,688,0,pink
8620,40,5,68,13,96,999,0,pink
8621,86,5,92,19,162,1343,0,pink
8622,175,5,268,42,404,4066,1,purple
8623,5,5,5,0,5,33,0,pink
8624,0,0,5,0,5,42,0,pink
8625,0,0,5,0,5,49,0,pink
8626,5,0,5,5,5,98,0,pink
8627,5,0,27,5,33,509,0,pink
8628,26,0,59,5,82,820,0,pink
8629,44,0,79,17,106,1020,0,pink
8630,94,5,93,18,171,1495,0,pink
8631,107,5,193,28,274,2970,0,pink
8632,0,0,0,0,0,11,0,pink
8633,0,0,0,0,0,5,0,pink
8634,0,5,0,0,5,17,0,pink
8635,5,0,5,0,5,53,0,pink
8636,5,0,14,5,16,332,0,pink
8637,5,0,39,5,44,592,0,pink
8638,25,5,71,5,89,831,0,pink
8639,69,0,67,15,121,1128,0,pink
8640,0,10,208,0,218,2788,0,pink
8641,0,5,0,0,5,31,0,pink
8642,0,0,0,0,0,42,0,pink
8643,0,0,5,0,5,64,0,pink
8644,0,5,5,0,5,130,0,pink
8645,0,5,39,0,42,550,0,pink
8646,0,5,50,0,53,637,0,pink
8647,0,5,51,0,53,654,0,pink
8648,0,0,58,0,58,680,0,pink
8649,5,25,211,0,238,2729,0,pink
8650,0,0,5,0,5,40,0,pink
8651,0,0,5,0,5,59,0,pink
8652,0,5,5,0,5,84,0,pink
8653,0,5,13,0,15,128,0,pink
8654,0,5,45,0,52,522,0,pink
8655,0,5,50,0,55,571,0,pink
8656,5,5,49,0,57,700,0,pink
8657,5,5,48,0,51,625,0,pink
8658,33,23,252,16,292,2893,0,pink
8659,0,5,5,0,5,39,0,pink
8660,0,5,0,0,5,48,0,pink
8661,5,5,5,5,5,85,0,pink
8662,5,5,10,5,13,152,0,pink
8663,5,5,60,5,70,590,0,pink
8664,11,5,63,5,74,659,0,pink
8665,5,5,61,5,70,687,0,pink
8666,5,5,52,5,56,633,0,pink
8667,306,5,371,142,536,3117,0,pink
8668,0,0,0,0,0,35,0,pink
8669,5,0,5,5,5,56,0,pink
8670,5,0,5,5,5,75,0,pink
8671,5,5,13,5,20,163,0,pink
8672,60,0,75,28,107,592,0,pink
8673,81,0,98,39,140,665,0,pink
8674,71,0,86,31,126,761,0,pink
8675,78,0,94,39,133,770,0,pink
8676,458,5,415,212,662,3337,1,purple
8677,0,5,0,0,5,38,0,pink
8678,5,0,5,5,5,70,0,pink
8679,5,0,5,5,12,101,0,pink
8680,23,0,14,5,28,175,0,pink
8681,75,0,81,42,114,640,0,pink
8682,97,0,108,51,154,747,0,pink
8683,139,0,110,65,184,814,0,pink
8684,113,0,94,41,166,752,0,pink
8685,324,5,309,160,474,3094,0,pink
8686,0,0,5,0,5,38,0,pink
8687,5,0,5,5,5,87,0,pink
8688,5,0,5,5,5,90,0,pink
8689,17,0,17,11,23,186,0,pink
8690,75,0,67,45,97,577,0,pink
8691,74,5,67,37,105,653,0,pink
8692,74,0,75,29,120,759,0,pink
8693,74,0,71,30,115,704,0,pink
8694,676,0,546,347,875,3628,1,purple
8695,0,0,0,0,0,45,0,pink
8696,5,0,5,5,5,83,0,pink
8697,14,0,5,5,17,110,0,pink
8698,33,0,23,15,41,176,0,pink
8699,151,0,116,80,187,756,0,pink
8700,163,0,140,89,214,814,0,pink
8701,160,0,143,90,213,819,0,pink
8702,150,0,110,64,196,825,0,pink
8703,814,5,646,463,997,3725,1,purple
8704,0,0,5,0,5,40,0,pink
8705,5,0,5,5,5,77,0,pink
8706,16,0,13,10,19,137,0,pink
8707,31,5,26,18,39,202,0,pink
8708,134,0,107,76,165,713,0,pink
8709,215,0,175,129,261,821,0,pink
8710,220,5,186,132,274,864,0,pink
8711,193,0,134,94,233,871,0,pink
8712,457,5,389,230,616,3137,0,pink
8713,0,0,5,0,5,38,0,pink
8714,5,0,5,0,5,65,0,pink
8715,5,0,5,5,5,84,0,pink
8716,13,0,12,5,19,157,0,pink
8717,76,0,77,49,104,600,0,pink
8718,110,0,104,56,158,746,0,pink
8719,131,0,100,65,166,714,0,pink
8720,121,5,92,53,160,733,0,pink
8721,378,0,403,212,569,3208,1,purple
8722,5,0,5,5,5,37,0,pink
8723,5,0,5,5,5,65,0,pink
8724,5,0,5,5,5,94,0,pink
8725,5,0,10,5,14,172,0,pink
8726,57,0,68,31,94,620,0,pink
8727,99,0,104,56,147,714,0,pink
8728,117,0,125,68,174,794,0,pink
8729,89,0,84,46,127,712,0,pink
8730,590,5,523,322,791,3394,1,purple
8731,0,0,0,0,0,56,0,pink
8732,5,0,5,5,5,63,0,pink
8733,10,5,5,5,16,115,0,pink
8734,19,0,18,5,29,153,0,pink
8735,97,0,89,53,133,668,0,pink
8736,150,5,136,90,196,770,0,pink
8737,170,0,156,100,226,800,0,pink
8738,142,5,112,66,188,769,0,pink
8739,1124,5,804,599,1331,4252,1,purple
8740,0,0,0,0,0,37,0,pink
8741,5,0,5,5,5,60,0,pink
8742,18,0,5,5,21,101,0,pink
8743,34,0,24,15,43,189,0,pink
8744,187,5,139,94,232,800,0,pink
8745,262,0,194,151,305,965,0,pink
8746,353,5,262,210,407,1136,0,pink
8747,268,0,175,123,320,964,0,pink
8748,1330,5,1004,762,1574,4475,1,purple
8749,0,0,0,0,0,39,0,pink
8750,5,0,5,5,5,87,0,pink
8751,14,0,12,5,18,115,0,pink
8752,33,0,25,18,40,199,0,pink
8753,216,5,167,129,254,787,0,pink
8754,369,0,281,215,435,1084,0,pink
8755,391,5,296,230,459,1156,0,pink
8756,300,0,216,157,359,1008,0,pink
8757,585,5,491,313,765,3305,1,purple
8758,0,0,5,0,5,33,0,pink
8759,5,0,5,0,5,77,0,pink
8760,5,5,5,5,14,102,0,pink
8761,17,0,11,5,25,133,0,pink
8762,125,5,118,77,167,710,0,pink
8763,177,5,142,103,216,805,0,pink
8764,160,0,123,79,204,776,0,pink
8765,95,0,86,47,134,669,0,pink
8766,281,5,310,153,439,3084,0,pink
8767,0,0,0,0,0,49,0,pink
8768,0,0,0,0,0,70,0,pink
8769,5,0,5,5,5,95,0,pink
8770,16,0,13,5,20,146,0,pink
8771,47,5,66,31,83,622,0,pink
8772,89,0,92,53,128,722,0,pink
8773,73,0,80,34,119,727,0,pink
8774,50,0,54,23,81,653,0,pink
8775,168,5,235,72,334,2847,0,pink
8776,0,0,0,0,0,42,0,pink
8777,0,0,5,0,5,70,0,pink
8778,5,0,5,0,5,86,0,pink
8779,5,0,5,5,12,153,0,pink
8780,34,5,46,16,65,571,0,pink
8781,42,5,61,22,82,680,0,pink
8782,50,5,64,19,96,671,0,pink
8783,33,0,52,10,75,574,0,pink
8784,162,5,250,89,325,2899,0,pink
8785,0,0,0,0,0,42,0,pink
8786,5,0,5,5,5,85,0,pink
8787,5,0,5,5,5,108,0,pink
8788,19,5,18,14,25,173,0,pink
8789,33,0,56,19,70,623,0,pink
8790,35,0,54,20,69,634,0,pink
8791,38,0,67,17,88,661,0,pink
8792,28,0,43,12,59,573,0,pink
8793,101,5,211,47,265,2827,0,pink
8794,0,0,5,0,5,57,0,pink
8795,5,0,5,0,5,82,0,pink
8796,5,0,5,5,5,91,0,pink
8797,5,0,10,5,10,143,0,pink
8798,27,5,32,14,45,549,0,pink
8799,23,0,56,11,68,622,0,pink
8800,21,0,62,5,74,703,0,pink
8801,21,0,41,5,55,580,0,pink
8802,228,5,311,122,420,3149,0,pink
8803,0,0,0,0,0,48,0,pink
8804,5,0,5,5,5,88,0,pink
8805,12,0,10,5,15,121,0,pink
8806,23,0,19,10,32,207,0,pink
8807,68,5,76,38,107,635,0,pink
8808,45,5,74,24,96,708,0,pink
8809,42,0,80,26,96,727,0,pink
8810,33,5,48,15,67,615,0,pink
8811,1214,5,855,656,1416,4242,1,purple
8812,5,0,5,0,5,49,0,pink
8813,22,0,5,5,23,100,0,pink
8814,69,0,41,37,73,179,0,pink
8815,121,0,70,63,128,269,0,pink
8816,372,5,246,210,409,987,0,pink
8817,272,5,203,154,322,943,0,pink
8818,219,5,175,125,270,931,0,pink
8819,137,0,111,60,188,784,0,pink
8820,1048,5,799,621,1231,3965,1,purple
8821,5,0,5,5,5,60,0,pink
8822,5,0,5,5,5,82,0,pink
8823,47,5,29,28,49,147,0,pink
8824,118,5,76,73,121,250,0,pink
8825,346,5,257,220,385,910,0,pink
8826,262,0,209,162,309,936,0,pink
8827,172,0,146,94,224,843,0,pink
8828,94,5,78,41,133,737,0,pink
8829,375,5,394,223,546,3158,0,pink
8830,0,0,0,0,0,47,0,pink
8831,5,0,5,5,5,80,0,pink
8832,20,0,17,15,22,109,0,pink
8833,34,0,22,19,37,170,0,pink
8834,119,5,115,77,157,624,0,pink
8835,87,0,102,56,133,753,0,pink
8836,66,0,73,33,106,747,0,pink
8837,44,0,62,21,85,628,0,pink
8838,181,5,269,91,360,3061,0,pink
8839,0,0,5,0,5,37,0,pink
8840,5,0,5,5,5,62,0,pink
8841,5,0,5,5,5,76,0,pink
8842,10,0,13,5,17,147,0,pink
8843,53,0,54,28,79,598,0,pink
8844,49,5,87,25,112,739,0,pink
8845,40,0,52,16,76,727,0,pink
8846,23,0,55,12,66,675,0,pink
8847,234,5,313,108,442,3285,1,purple
8848,0,0,5,0,5,45,0,pink
8849,5,0,5,5,5,77,0,pink
8850,5,0,5,5,11,91,0,pink
8851,18,0,15,5,25,186,0,pink
8852,57,0,71,35,93,666,0,pink
8853,53,5,74,22,106,759,0,pink
