,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total,clusters,cluster
150,68,0,83,26,125,1143,0,pink
151,38,0,75,15,98,1168,0,pink
152,28,0,50,10,68,1069,0,pink
153,132,5,270,45,358,4697,1,purple
154,5,0,5,5,5,82,0,pink
155,0,0,5,0,5,110,0,pink
156,5,0,5,0,10,153,0,pink
157,5,0,10,5,15,254,0,pink
158,32,5,50,10,73,891,0,pink
159,33,0,78,13,98,1042,0,pink
160,35,0,69,12,92,1120,0,pink
161,19,0,53,5,67,1045,0,pink
162,261,0,335,99,497,4918,1,purple
163,0,0,5,0,5,78,0,pink
164,5,0,5,5,5,114,0,pink
165,11,0,5,5,16,136,0,pink
166,23,0,22,11,34,287,0,pink
167,74,0,75,26,123,980,0,pink
168,66,0,85,26,125,1089,0,pink
169,51,0,81,18,114,1179,0,pink
170,32,0,56,10,78,1055,0,pink
171,1682,5,854,632,1904,6655,1,purple
172,5,0,0,0,5,61,0,pink
173,29,0,16,15,30,112,0,pink
174,73,0,42,35,80,249,0,pink
175,173,5,79,69,183,427,0,pink
176,504,0,228,188,544,1497,0,pink
177,424,0,214,158,480,1527,0,pink
178,312,0,172,114,370,1515,0,pink
179,165,0,103,53,215,1267,0,pink
180,1978,5,981,761,2198,6766,1,purple
181,5,0,0,0,5,67,0,pink
182,23,0,5,5,24,131,0,pink
183,85,0,33,28,90,246,0,pink
184,202,0,89,79,212,438,0,pink
185,644,5,327,272,699,1574,0,pink
186,496,0,249,190,555,1604,0,pink
187,355,0,176,129,402,1501,0,pink
188,171,0,101,58,214,1205,0,pink
189,844,5,577,333,1094,5600,1,purple
190,5,0,5,5,5,66,0,pink
191,12,0,11,5,15,127,0,pink
192,29,0,20,16,33,193,0,pink
193,85,0,46,29,102,316,0,pink
194,271,5,155,109,320,1136,0,pink
195,208,0,142,84,266,1333,0,pink
196,139,5,115,55,202,1278,0,pink
197,98,0,87,31,154,1151,0,pink
198,299,5,335,108,529,5031,1,purple
199,5,0,0,0,5,60,0,pink
200,5,5,5,5,5,89,0,pink
201,13,0,5,5,16,151,0,pink
202,22,0,14,5,28,235,0,pink
203,84,5,66,31,119,944,0,pink
204,77,0,99,29,147,1183,0,pink
205,65,5,93,27,132,1285,0,pink
206,36,5,55,5,84,1084,0,pink
207,317,5,352,96,577,5323,1,purple
208,0,0,5,0,5,67,0,pink
209,5,0,5,0,5,116,0,pink
210,5,0,5,5,11,169,0,pink
211,32,0,19,5,44,277,0,pink
212,75,5,71,25,123,995,0,pink
213,79,0,86,26,139,1189,0,pink
214,76,0,87,23,140,1304,0,pink
215,44,5,80,14,112,1206,0,pink
216,1234,14,674,399,1521,6695,1,purple
217,5,0,5,0,5,61,0,pink
218,11,5,5,5,14,122,0,pink
219,18,5,5,5,23,144,0,pink
220,58,5,23,15,68,297,0,pink
221,293,5,141,89,348,1291,0,pink
222,295,0,169,106,358,1547,0,pink
223,330,5,186,111,409,1718,0,pink
224,227,5,139,71,296,1515,0,pink
225,1257,5,675,447,1489,5964,1,purple
226,0,0,5,0,5,55,0,pink
227,5,0,5,5,5,109,0,pink
228,11,5,5,5,14,142,0,pink
229,37,0,18,10,45,240,0,pink
230,248,5,118,82,284,1087,0,pink
231,360,0,191,133,418,1381,0,pink
232,348,5,211,140,421,1562,0,pink
233,249,5,124,75,299,1388,0,pink
234,382,5,354,137,606,5010,1,purple
235,0,0,0,0,0,50,0,pink
236,5,0,5,5,5,85,0,pink
237,5,0,5,5,5,162,0,pink
238,5,0,5,5,13,227,0,pink
239,88,5,80,38,131,932,0,pink
240,105,5,90,36,160,1139,0,pink
241,121,5,105,40,189,1312,0,pink
242,58,5,63,19,104,1103,0,pink
243,90,5,214,16,290,4554,1,purple
244,0,0,5,0,5,71,0,pink
245,0,0,5,0,5,96,0,pink
246,5,5,5,5,5,131,0,pink
247,0,0,5,0,5,247,0,pink
248,19,0,36,5,52,815,0,pink
249,25,0,58,5,79,1040,0,pink
250,22,0,68,5,86,1111,0,pink
251,21,5,40,5,58,1043,0,pink
252,65,0,221,15,271,4613,1,purple
253,0,0,0,0,0,66,0,pink
254,5,0,5,0,5,109,0,pink
255,5,0,5,0,5,152,0,pink
256,5,0,11,5,13,230,0,pink
257,14,0,39,5,46,821,0,pink
258,13,0,59,5,70,1052,0,pink
259,16,0,60,5,72,1156,0,pink
260,17,0,46,5,62,1027,0,pink
261,112,0,219,31,300,4618,1,purple
262,0,0,5,0,5,54,0,pink
263,5,0,5,5,5,87,0,pink
264,5,0,5,0,5,158,0,pink
265,5,0,11,5,11,245,0,pink
266,16,0,36,5,49,857,0,pink
267,22,0,62,10,74,1015,0,pink
268,36,0,56,10,82,1154,0,pink
269,31,0,48,5,74,1048,0,pink
270,250,5,235,57,429,4865,1,purple
271,5,0,5,5,5,75,0,pink
272,5,0,0,0,5,109,0,pink
273,5,0,5,0,5,178,0,pink
274,5,0,5,5,12,252,0,pink
275,44,0,41,5,79,892,0,pink
276,54,0,51,10,95,995,0,pink
277,74,5,84,25,134,1245,0,pink
278,64,0,45,13,96,1119,0,pink
279,266,0,270,74,462,4823,1,purple
280,0,0,0,0,0,65,0,pink
281,5,0,5,5,5,115,0,pink
282,5,0,5,5,5,171,0,pink
283,5,0,5,5,11,243,0,pink
284,36,0,52,13,75,854,0,pink
285,52,0,72,12,112,1063,0,pink
286,81,0,68,18,131,1235,0,pink
287,80,0,65,26,119,1077,0,pink
288,194,5,259,58,396,4693,1,purple
289,0,0,5,0,5,56,0,pink
290,5,0,5,5,5,103,0,pink
291,5,0,5,0,5,153,0,pink
292,5,5,12,5,15,210,0,pink
293,32,0,50,10,72,878,0,pink
294,49,0,70,14,105,1075,0,pink
295,50,0,78,17,111,1176,0,pink
296,57,0,38,15,80,1042,0,pink
297,106,16,258,39,340,5072,1,purple
298,0,5,5,0,5,56,0,pink
299,5,0,5,5,5,99,0,pink
300,5,5,5,0,5,159,0,pink
301,5,0,5,0,11,247,0,pink
302,15,5,43,5,56,914,0,pink
303,27,5,70,5,90,1145,0,pink
304,35,5,81,16,102,1331,0,pink
305,24,5,49,5,69,1121,0,pink
306,100,41,232,26,344,4894,1,purple
307,0,5,5,0,5,56,0,pink
308,0,0,5,0,5,109,0,pink
309,5,5,5,0,5,134,0,pink
310,5,5,10,0,14,245,0,pink
311,12,5,34,5,49,863,0,pink
312,24,10,48,5,76,1052,0,pink
313,35,15,77,11,114,1305,0,pink
314,25,5,56,5,81,1130,0,pink
315,170,44,324,50,483,5326,1,purple
316,0,0,5,0,5,49,0,pink
317,5,0,5,0,5,100,0,pink
318,5,5,5,0,5,148,0,pink
319,5,5,5,0,13,230,0,pink
320,25,10,39,5,68,979,0,pink
321,42,12,89,14,129,1172,0,pink
322,46,11,112,15,151,1402,0,pink
323,52,5,70,16,113,1246,0,pink
324,257,18,347,86,532,5316,1,purple
325,0,0,5,0,5,48,0,pink
326,0,0,0,0,0,107,0,pink
327,0,0,5,0,5,163,0,pink
328,5,5,13,5,16,247,0,pink
329,28,5,54,12,72,875,0,pink
330,63,5,83,17,134,1196,0,pink
331,87,5,111,33,166,1411,0,pink
332,75,5,80,22,138,1269,0,pink
333,156,5,298,56,403,4669,1,purple
334,0,0,5,0,5,47,0,pink
335,5,0,5,0,5,87,0,pink
336,5,0,5,0,5,126,0,pink
337,5,0,11,0,14,203,0,pink
338,18,5,38,5,51,802,0,pink
339,36,5,72,14,95,1019,0,pink
340,52,5,102,22,135,1296,0,pink
341,44,5,67,15,97,1089,0,pink
342,93,5,276,28,341,4707,1,purple
343,0,0,5,0,5,52,0,pink
344,0,0,5,0,5,73,0,pink
345,5,0,5,5,5,124,0,pink
346,5,0,11,5,11,217,0,pink
347,10,0,41,5,50,807,0,pink
348,19,0,67,5,81,1091,0,pink
349,28,0,92,13,107,1224,0,pink
350,33,5,57,5,84,1119,0,pink
351,40,0,147,13,174,2769,0,pink
352,0,0,0,0,0,15,0,pink
353,0,0,0,0,0,18,0,pink
354,5,0,0,0,5,43,0,pink
355,0,0,5,0,5,119,0,pink
356,5,0,29,0,31,487,0,pink
357,5,0,39,5,43,627,0,pink
358,11,0,31,5,40,727,0,pink
359,19,0,43,5,54,733,0,pink
360,0,5,10,0,13,422,0,pink
361,0,5,0,0,5,5,0,pink
362,0,5,0,0,5,13,0,pink
363,0,0,5,0,5,21,0,pink
364,0,0,5,0,5,23,0,pink
365,0,0,5,0,5,88,0,pink
366,0,0,5,0,5,86,0,pink
367,0,5,5,0,5,84,0,pink
368,0,0,5,0,5,98,0,pink
369,0,5,14,0,18,363,0,pink
370,0,5,0,0,5,5,0,pink
371,0,0,0,0,0,16,0,pink
372,0,0,5,0,5,12,0,pink
373,0,0,0,0,0,24,0,pink
374,0,0,5,0,5,73,0,pink
375,0,5,5,0,5,90,0,pink
376,0,0,5,0,5,71,0,pink
377,0,5,5,0,5,68,0,pink
378,5,5,28,5,30,356,0,pink
379,0,0,5,0,5,11,0,pink
380,0,0,5,0,5,17,0,pink
381,0,0,0,0,0,22,0,pink
382,0,0,0,0,0,12,0,pink
383,5,0,5,5,5,74,0,pink
384,5,5,5,5,5,73,0,pink
385,0,5,5,0,5,87,0,pink
386,0,0,5,0,5,60,0,pink
387,5,0,15,5,18,357,0,pink
388,0,0,0,0,0,5,0,pink
389,0,0,0,0,0,15,0,pink
390,5,0,5,0,5,12,0,pink
391,0,0,0,0,0,25,0,pink
392,5,0,5,0,5,71,0,pink
393,5,0,5,5,5,75,0,pink
394,0,0,5,0,5,88,0,pink
395,0,0,5,0,5,63,0,pink
396,5,0,15,0,16,386,0,pink
397,0,0,0,0,0,5,0,pink
398,0,0,0,0,0,19,0,pink
399,0,0,5,0,5,24,0,pink
400,0,0,5,0,5,25,0,pink
401,0,0,5,0,5,86,0,pink
402,0,0,5,0,5,84,0,pink
403,0,0,5,0,5,70,0,pink
404,5,0,5,0,5,73,0,pink
405,5,0,12,5,13,370,0,pink
406,0,0,0,0,0,10,0,pink
407,0,0,5,0,5,18,0,pink
408,0,0,0,0,0,23,0,pink
409,0,0,5,0,5,17,0,pink
410,0,0,5,0,5,92,0,pink
411,0,0,0,0,0,73,0,pink
412,5,0,5,5,5,76,0,pink
413,0,0,0,0,0,61,0,pink
414,12,0,18,5,23,432,0,pink
415,0,0,0,0,0,5,0,pink
416,0,0,0,0,0,32,0,pink
417,0,0,0,0,0,25,0,pink
418,5,0,5,5,5,34,0,pink
419,5,0,5,5,5,82,0,pink
420,5,0,5,5,5,98,0,pink
421,5,0,5,5,5,87,0,pink
422,5,0,5,5,5,66,0,pink
423,19,0,20,5,30,428,0,pink
424,0,0,0,0,0,11,0,pink
425,0,0,0,0,0,16,0,pink
426,0,0,0,0,0,26,0,pink
427,5,0,5,5,5,28,0,pink
428,5,0,5,0,5,95,0,pink
429,5,0,5,5,11,88,0,pink
430,5,0,5,5,5,93,0,pink
431,5,0,5,5,5,71,0,pink
432,12,0,16,5,22,423,0,pink
433,0,0,0,0,0,5,0,pink
434,0,0,0,0,0,13,0,pink
435,0,0,5,0,5,31,0,pink
436,5,0,5,5,5,31,0,pink
437,5,0,5,0,5,95,0,pink
438,5,0,5,5,5,94,0,pink
439,5,0,5,5,5,73,0,pink
440,5,0,5,5,5,78,0,pink
441,34,0,36,18,52,465,0,pink
442,0,0,0,0,0,5,0,pink
443,5,0,5,0,5,19,0,pink
444,0,0,5,0,5,33,0,pink
445,5,0,5,5,5,27,0,pink
446,5,0,5,5,5,93,0,pink
447,5,0,5,5,5,103,0,pink
448,12,0,5,5,14,101,0,pink
449,10,0,10,5,14,82,0,pink
450,69,0,60,44,85,499,0,pink
451,0,0,0,0,0,14,0,pink
452,5,0,5,5,5,14,0,pink
453,5,0,5,5,5,21,0,pink
454,5,0,5,5,5,30,0,pink
455,5,0,5,5,12,100,0,pink
456,14,0,14,5,19,99,0,pink
457,16,0,14,12,18,120,0,pink
458,21,0,17,12,26,101,0,pink
459,97,5,68,52,114,507,0,pink
460,0,0,0,0,0,5,0,pink
461,0,0,0,0,0,11,0,pink
462,5,0,0,0,5,30,0,pink
463,5,0,5,5,5,33,0,pink
464,12,5,5,5,15,98,0,pink
465,31,0,18,15,34,114,0,pink
466,32,0,23,21,34,117,0,pink
467,20,0,14,10,24,96,0,pink
468,37,0,32,17,52,473,0,pink
469,0,0,0,0,0,10,0,pink
470,0,0,0,0,0,18,0,pink
471,0,0,0,0,0,29,0,pink
472,5,0,5,5,5,27,0,pink
473,5,0,5,5,5,98,0,pink
474,5,0,5,5,10,96,0,pink
475,10,0,5,5,15,95,0,pink
476,14,0,5,5,16,100,0,pink
477,18,0,17,5,26,365,0,pink
478,0,0,0,0,0,5,0,pink
479,5,0,0,0,5,14,0,pink
480,0,0,5,0,5,17,0,pink
481,0,0,0,0,0,16,0,pink
482,5,0,5,5,5,78,0,pink
483,5,0,5,5,11,91,0,pink
484,5,0,5,5,5,84,0,pink
485,5,0,5,5,5,56,0,pink
486,16,0,19,5,27,420,0,pink
487,0,0,5,0,5,13,0,pink
488,0,0,0,0,0,22,0,pink
489,5,0,0,0,5,23,0,pink
490,5,0,0,0,5,23,0,pink
491,5,0,5,5,5,84,0,pink
492,5,0,5,5,10,90,0,pink
493,5,0,5,5,5,86,0,pink
494,5,0,0,0,5,79,0,pink
495,17,0,18,5,26,414,0,pink
496,0,0,0,0,0,5,0,pink
497,0,0,0,0,0,17,0,pink
498,0,0,5,0,5,24,0,pink
499,5,0,0,0,5,30,0,pink
500,5,0,5,5,5,98,0,pink
501,5,0,5,5,5,92,0,pink
502,5,0,5,5,5,77,0,pink
503,5,0,5,5,5,68,0,pink
504,32,0,31,21,42,433,0,pink
505,5,0,0,0,5,12,0,pink
506,5,0,5,5,5,23,0,pink
507,5,0,5,0,5,29,0,pink
508,0,0,0,0,0,27,0,pink
509,5,0,5,5,10,93,0,pink
510,10,0,10,5,12,92,0,pink
511,5,0,5,5,5,84,0,pink
512,5,0,5,5,5,73,0,pink
513,5,0,11,5,12,414,0,pink
514,0,0,0,0,0,5,0,pink
515,0,0,0,0,0,23,0,pink
516,5,0,0,0,5,32,0,pink
517,0,0,0,0,0,25,0,pink
518,0,0,5,0,5,79,0,pink
519,5,0,5,5,5,96,0,pink
520,0,0,5,0,5,74,0,pink
521,5,0,5,5,5,81,0,pink
522,25,0,36,20,41,467,0,pink
523,0,0,0,0,0,12,0,pink
524,0,0,0,0,0,24,0,pink
525,0,0,5,0,5,28,0,pink
526,5,0,5,5,5,29,0,pink
527,5,0,5,5,5,92,0,pink
528,5,0,5,5,5,116,0,pink
529,5,0,10,5,11,97,0,pink
530,5,0,5,5,5,69,0,pink
531,110,0,78,66,122,593,0,pink
532,5,0,0,0,5,5,0,pink
533,5,0,5,5,5,31,0,pink
534,5,0,5,5,5,38,0,pink
535,11,0,5,5,12,42,0,pink
536,27,0,18,15,30,124,0,pink
537,25,0,12,12,25,128,0,pink
538,23,0,21,17,27,130,0,pink
539,13,0,10,5,15,91,0,pink
540,190,0,132,116,206,643,0,pink
541,0,0,0,0,0,5,0,pink
542,5,0,0,0,5,16,0,pink
543,5,0,5,5,5,36,0,pink
544,14,0,11,10,15,36,0,pink
545,52,0,35,31,56,151,0,pink
546,52,0,38,36,54,157,0,pink
547,34,0,33,26,41,137,0,pink
548,30,0,5,5,31,105,0,pink
549,220,0,148,132,236,715,0,pink
550,0,0,0,0,0,5,0,pink
551,5,0,5,5,5,24,0,pink
552,10,0,5,5,12,40,0,pink
553,19,0,14,11,22,54,0,pink
554,65,0,40,38,67,161,0,pink
555,53,0,38,35,56,170,0,pink
556,49,0,33,29,53,145,0,pink
557,21,0,14,12,23,117,0,pink
558,115,5,84,67,133,590,0,pink
559,0,0,0,0,0,5,0,pink
560,5,0,5,5,5,17,0,pink
561,5,0,5,5,5,35,0,pink
562,10,0,5,5,11,33,0,pink
563,34,5,24,18,41,146,0,pink
564,33,0,29,25,37,149,0,pink
565,22,0,16,12,26,111,0,pink
566,5,0,5,5,5,90,0,pink
567,55,0,61,34,82,548,0,pink
568,0,0,5,0,5,11,0,pink
569,0,0,5,0,5,12,0,pink
570,5,0,5,5,5,28,0,pink
571,5,0,5,5,5,37,0,pink
572,18,0,13,10,21,119,0,pink
573,17,0,17,12,22,119,0,pink
574,5,0,12,5,15,133,0,pink
575,5,0,11,5,13,89,0,pink
576,68,5,54,31,96,519,0,pink
577,5,0,5,0,5,5,0,pink
578,5,0,0,0,5,15,0,pink
579,0,0,5,0,5,28,0,pink
580,5,5,5,5,5,32,0,pink
581,11,5,5,5,16,114,0,pink
582,19,5,15,5,28,124,0,pink
583,21,5,16,12,26,112,0,pink
584,10,0,5,5,12,88,0,pink
585,79,0,55,43,91,433,0,pink
586,5,0,0,0,5,5,0,pink
587,5,0,0,0,5,17,0,pink
588,5,0,5,5,5,27,0,pink
589,5,0,5,5,5,24,0,pink
590,20,0,14,11,23,85,0,pink
591,23,0,16,14,25,105,0,pink
592,17,0,15,12,20,91,0,pink
593,10,0,5,5,12,77,0,pink
594,31,0,31,18,44,447,0,pink
595,0,0,0,0,0,5,0,pink
596,0,0,5,0,5,19,0,pink
597,0,0,5,0,5,23,0,pink
598,5,0,5,5,5,25,0,pink
599,5,0,5,5,5,94,0,pink
600,14,0,5,5,15,105,0,pink
601,5,0,5,5,11,94,0,pink
602,5,0,5,5,5,78,0,pink
603,20,5,23,5,37,413,0,pink
604,0,0,0,0,0,5,0,pink
605,0,0,5,0,5,11,0,pink
606,0,5,5,0,5,31,0,pink
607,0,5,0,0,5,22,0,pink
608,0,0,5,0,5,73,0,pink
609,5,0,5,5,5,91,0,pink
610,5,5,5,5,11,87,0,pink
611,5,0,5,5,5,91,0,pink
612,21,5,25,5,40,432,0,pink
613,5,0,5,5,5,5,0,pink
614,0,0,0,0,0,15,0,pink
615,5,0,5,0,5,23,0,pink
616,5,0,5,5,5,24,0,pink
617,5,5,5,5,5,82,0,pink
618,5,5,5,5,5,106,0,pink
619,5,0,5,5,13,106,0,pink
620,5,5,5,5,5,70,0,pink
621,19,5,22,5,37,470,0,pink
622,5,0,0,0,5,11,0,pink
623,0,0,0,0,0,21,0,pink
624,5,0,5,0,5,28,0,pink
625,0,0,5,0,5,26,0,pink
626,5,0,5,0,5,108,0,pink
627,5,0,5,5,5,97,0,pink
628,5,0,5,5,11,95,0,pink
629,5,5,5,5,5,84,0,pink
630,25,0,21,10,36,493,0,pink
631,5,0,0,0,5,19,0,pink
632,0,0,5,0,5,20,0,pink
633,5,0,5,0,5,41,0,pink
634,5,0,5,5,5,31,0,pink
635,5,0,5,5,5,89,0,pink
636,5,0,5,5,5,116,0,pink
637,5,0,5,0,5,95,0,pink
638,5,0,5,5,11,82,0,pink
639,23,0,26,5,41,464,0,pink
640,5,0,0,0,5,5,0,pink
641,5,0,0,0,5,23,0,pink
642,5,0,5,0,5,27,0,pink
643,0,0,5,0,5,29,0,pink
644,5,0,5,5,5,94,0,pink
645,5,0,5,5,11,108,0,pink
646,5,0,5,5,5,96,0,pink
647,5,0,5,0,5,78,0,pink
648,17,0,22,5,34,443,0,pink
649,0,0,0,0,0,5,0,pink
650,0,0,0,0,0,5,0,pink
651,0,0,5,0,5,26,0,pink
652,5,0,0,0,5,26,0,pink
653,5,0,5,5,5,106,0,pink
654,5,0,5,5,5,108,0,pink
655,5,0,5,5,5,95,0,pink
656,5,0,5,5,10,69,0,pink
657,11,0,19,5,28,461,0,pink
658,0,0,0,0,0,5,0,pink
659,0,0,0,0,0,19,0,pink
660,0,0,0,0,0,32,0,pink
661,5,0,5,5,5,37,0,pink
662,5,0,5,0,5,96,0,pink
663,5,0,5,0,5,85,0,pink
664,5,0,5,5,10,105,0,pink
665,5,0,5,0,5,84,0,pink
666,5,5,16,5,27,437,0,pink
667,0,0,5,0,5,14,0,pink
668,0,0,0,0,0,17,0,pink
669,0,5,0,0,5,25,0,pink
670,0,5,5,0,5,31,0,pink
671,5,5,5,0,5,95,0,pink
672,5,5,5,0,5,92,0,pink
673,5,5,5,0,5,85,0,pink
674,5,0,5,5,5,78,0,pink
675,5,5,27,5,39,530,0,pink
676,0,0,0,0,0,5,0,pink
677,0,0,0,0,0,16,0,pink
678,0,0,5,0,5,31,0,pink
679,5,0,5,0,5,27,0,pink
680,5,5,10,5,13,109,0,pink
681,5,5,5,0,5,123,0,pink
682,5,0,5,5,5,137,0,pink
683,5,5,5,5,5,79,0,pink
684,10,5,28,5,35,490,0,pink
685,0,0,0,0,0,5,0,pink
686,0,0,0,0,0,20,0,pink
687,0,0,5,0,5,23,0,pink
688,0,0,5,0,5,35,0,pink
689,5,0,5,5,5,97,0,pink
690,5,5,10,5,13,114,0,pink
691,5,0,5,5,5,107,0,pink
692,5,5,5,5,10,87,0,pink
693,13,5,22,5,33,402,0,pink
694,0,0,0,0,0,5,0,pink
695,0,0,0,0,0,5,0,pink
696,0,0,0,0,0,28,0,pink
697,5,0,5,5,5,22,0,pink
698,5,0,5,0,5,83,0,pink
699,5,5,5,0,5,76,0,pink
700,5,0,10,5,14,97,0,pink
701,5,5,5,5,5,84,0,pink
702,5,5,24,5,31,363,0,pink
703,0,0,0,0,0,5,0,pink
704,0,0,0,0,0,5,0,pink
705,0,5,0,0,5,15,0,pink
706,0,0,5,0,5,26,0,pink
707,5,0,5,0,5,76,0,pink
708,5,0,5,5,5,85,0,pink
709,5,0,5,0,5,79,0,pink
710,5,0,5,5,5,69,0,pink
711,5,0,5,0,5,140,0,pink
712,0,0,0,0,0,5,0,pink
713,0,0,0,0,0,5,0,pink
714,0,0,0,0,0,5,0,pink
715,0,0,0,0,0,5,0,pink
716,0,0,5,0,5,31,0,pink
717,0,0,5,0,5,35,0,pink
718,5,0,5,0,5,35,0,pink
719,5,0,5,0,5,27,0,pink
720,0,40,376,0,416,5843,1,purple
721,0,5,5,0,5,69,0,pink
722,0,5,5,0,5,132,0,pink
723,0,5,5,0,5,167,0,pink
724,0,5,5,0,5,196,0,pink
725,0,5,68,0,76,909,0,pink
726,0,10,74,0,84,1182,0,pink
727,0,5,105,0,114,1501,0,pink
728,0,5,116,0,120,1687,0,pink
729,0,54,340,0,394,5454,1,purple
730,0,5,5,0,5,83,0,pink
731,0,5,5,0,5,127,0,pink
732,0,5,5,0,5,154,0,pink
733,0,5,5,0,12,209,0,pink
734,0,14,47,0,61,830,0,pink
735,0,15,72,0,87,1062,0,pink
736,0,5,105,0,114,1434,0,pink
737,0,5,98,0,105,1555,0,pink
738,64,39,435,34,504,5932,1,purple
739,5,0,5,0,5,73,0,pink
740,5,0,5,5,5,134,0,pink
741,0,0,5,0,5,161,0,pink
742,5,5,16,5,21,219,0,pink
743,18,5,85,12,99,928,0,pink
744,14,10,91,5,111,1205,0,pink
745,17,10,112,10,129,1589,0,pink
746,5,5,119,5,131,1623,0,pink
747,405,5,540,191,762,5879,1,purple
748,0,0,0,0,0,54,0,pink
749,5,0,5,5,5,131,0,pink
750,5,0,5,5,12,140,0,pink
751,13,0,17,5,21,217,0,pink
752,54,5,75,26,106,916,0,pink
753,76,5,125,41,162,1217,0,pink
754,114,5,167,52,230,1517,0,pink
755,139,5,144,59,226,1687,0,pink
756,507,5,564,268,804,5929,1,purple
757,5,0,5,5,5,77,0,pink
758,5,0,5,5,12,167,0,pink
759,5,0,5,5,12,211,0,pink
760,22,0,19,13,28,245,0,pink
761,88,0,95,44,139,920,0,pink
762,90,5,116,49,158,1164,0,pink
763,131,0,163,72,222,1498,0,pink
764,157,0,155,83,229,1647,0,pink
765,899,5,739,488,1152,6546,1,purple
766,5,0,5,5,5,71,0,pink
767,11,0,5,5,14,199,0,pink
768,24,0,11,5,26,235,0,pink
769,54,0,31,27,58,298,0,pink
770,187,5,136,101,223,1075,0,pink
771,183,0,172,109,246,1292,0,pink
772,237,0,221,140,318,1655,0,pink
773,202,5,158,96,265,1721,0,pink
774,2102,5,1589,1251,2441,8386,1,purple
775,0,0,5,0,5,74,0,pink
776,22,0,12,12,22,207,0,pink
777,60,0,34,31,63,331,0,pink
778,102,0,67,56,113,392,0,pink
779,430,5,319,261,489,1504,0,pink
780,505,0,412,326,591,1760,0,pink
781,545,0,439,339,645,1997,0,pink
782,438,0,305,226,517,2121,0,pink
783,942,5,780,538,1185,6712,1,purple
784,0,0,0,0,0,51,0,pink
785,5,0,5,5,11,189,0,pink
786,28,0,17,15,30,247,0,pink
787,51,0,40,27,64,339,0,pink
788,203,5,169,121,252,1153,0,pink
789,244,0,223,155,312,1444,0,pink
790,235,0,197,143,289,1642,0,pink
791,173,0,127,73,227,1647,0,pink
792,273,0,380,149,504,5426,1,purple
793,5,0,5,0,5,71,0,pink
794,5,0,5,5,5,156,0,pink
795,5,0,5,5,10,197,0,pink
796,15,0,14,5,22,275,0,pink
797,62,0,75,36,101,929,0,pink
798,65,0,89,42,112,1058,0,pink
799,71,0,105,36,140,1347,0,pink
800,50,0,87,24,113,1393,0,pink
801,259,0,388,134,513,5611,1,purple
802,0,0,0,0,0,82,0,pink
803,5,0,5,0,5,147,0,pink
804,5,0,5,5,5,213,0,pink
805,16,0,13,5,23,249,0,pink
806,42,0,76,28,90,915,0,pink
807,74,0,102,44,132,1122,0,pink
808,67,0,105,32,140,1419,0,pink
809,57,0,84,22,119,1464,0,pink
810,858,0,758,478,1138,6141,1,purple
811,0,0,5,0,5,68,0,pink
812,5,0,5,5,10,143,0,pink
813,19,0,12,5,24,190,0,pink
814,31,0,28,20,39,253,0,pink
815,147,0,131,88,190,987,0,pink
816,193,0,173,108,258,1246,0,pink
817,256,0,224,143,337,1585,0,pink
818,205,0,182,108,279,1669,0,pink
819,3012,5,2323,1911,3424,9221,1,purple
820,5,0,5,5,5,68,0,pink
821,5,0,5,5,11,146,0,pink
822,41,0,39,27,53,214,0,pink
823,95,5,71,56,110,318,0,pink
824,476,5,376,307,545,1426,0,pink
825,699,0,555,460,794,1975,0,pink
826,907,0,690,580,1017,2495,0,pink
827,783,0,579,472,890,2579,0,pink
828,4032,5,2786,2420,4400,10317,1,purple
829,5,0,5,5,5,58,0,pink
830,21,0,13,11,23,175,0,pink
831,61,0,42,36,67,252,0,pink
832,153,5,112,99,167,430,0,pink
833,727,0,513,443,797,1722,0,pink
834,947,5,680,594,1033,2260,0,pink
835,1250,5,856,757,1349,2814,0,pink
836,871,5,567,479,960,2606,0,pink
837,1668,0,1276,1022,1922,6709,1,purple
838,5,0,5,0,5,62,0,pink
839,12,0,5,5,13,141,0,pink
840,22,0,16,13,25,190,0,pink
841,54,0,40,34,60,272,0,pink
842,310,0,257,210,357,1171,0,pink
843,470,0,370,313,527,1531,0,pink
844,483,0,373,291,565,1774,0,pink
845,315,0,210,153,372,1568,0,pink
846,517,0,562,276,803,6156,1,purple
847,5,0,5,5,5,68,0,pink
848,5,0,5,0,5,157,0,pink
849,5,0,5,5,14,203,0,pink
850,19,0,19,5,29,234,0,pink
851,96,0,98,53,141,948,0,pink
852,136,0,145,86,195,1286,0,pink
853,133,0,167,73,227,1672,0,pink
854,120,0,120,51,189,1588,0,pink
855,235,5,401,129,507,5520,1,purple
856,5,0,5,5,5,73,0,pink
857,5,0,5,5,5,145,0,pink
858,5,0,5,5,5,192,0,pink
859,16,0,16,5,23,288,0,pink
860,55,5,75,33,97,900,0,pink
861,67,0,121,37,151,1209,0,pink
862,52,0,104,32,124,1376,0,pink
863,35,0,77,15,97,1337,0,pink
864,240,0,399,143,496,5792,1,purple
865,5,0,5,0,5,75,0,pink
866,5,0,5,5,5,164,0,pink
867,5,0,12,5,17,255,0,pink
868,16,0,18,5,26,294,0,pink
869,60,0,89,43,106,945,0,pink
870,63,0,99,38,124,1202,0,pink
871,58,0,94,37,115,1394,0,pink
