group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
By Month,2022,3,10,Oregon,Total - All Places of Death,75-84 years,72,0,45,22,95,922
By Month,2022,3,10,Oregon,Total - All Places of Death,85 years and over,66,0,49,29,86,1066
By Month,2022,4,10,Oregon,Total - All Places of Death,65-74 years,18,0,41,10,49,718
By Month,2022,4,10,Oregon,Total - All Places of Death,75-84 years,20,5,53,10,64,904
By Month,2022,4,10,Oregon,Total - All Places of Death,85 years and over,35,5,47,11,72,1011
By Month,2022,5,10,Oregon,Total - All Places of Death,65-74 years,21,5,43,5,57,751
By Month,2022,5,10,Oregon,Total - All Places of Death,75-84 years,33,0,52,12,73,929
By Month,2022,5,10,Oregon,Total - All Places of Death,85 years and over,56,0,66,23,99,1034
By Month,2022,6,10,Oregon,Total - All Places of Death,65-74 years,21,5,41,5,57,681
By Month,2022,6,10,Oregon,Total - All Places of Death,75-84 years,46,5,56,24,80,912
By Month,2022,6,10,Oregon,Total - All Places of Death,85 years and over,62,5,59,23,99,993
By Month,2022,7,10,Oregon,Total - All Places of Death,65-74 years,44,5,54,20,80,756
By Month,2022,7,10,Oregon,Total - All Places of Death,75-84 years,47,0,42,15,74,873
By Month,2022,7,10,Oregon,Total - All Places of Death,85 years and over,104,5,56,22,140,1051
By Month,2022,8,10,Oregon,Total - All Places of Death,65-74 years,22,0,39,5,54,739
By Month,2022,8,10,Oregon,Total - All Places of Death,75-84 years,50,0,43,19,74,901
By Month,2022,8,10,Oregon,Total - All Places of Death,85 years and over,86,0,58,25,119,1009
By Month,2022,9,10,Oregon,Total - All Places of Death,65-74 years,15,0,30,5,40,668
By Month,2022,9,10,Oregon,Total - All Places of Death,75-84 years,41,0,39,5,71,921
By Month,2022,9,10,Oregon,Total - All Places of Death,85 years and over,47,0,60,11,96,999
By Month,2022,10,10,Oregon,Total - All Places of Death,65-74 years,23,5,31,5,46,736
By Month,2022,10,10,Oregon,Total - All Places of Death,75-84 years,45,0,54,17,82,981
By Month,2022,10,10,Oregon,Total - All Places of Death,85 years and over,52,5,40,17,76,1081
By Month,2022,11,10,Oregon,Total - All Places of Death,65-74 years,15,5,36,5,50,789
By Month,2022,11,10,Oregon,Total - All Places of Death,75-84 years,35,5,56,15,81,968
By Month,2022,11,10,Oregon,Total - All Places of Death,85 years and over,54,5,59,17,104,1082
By Month,2022,12,10,Oregon,Total - All Places of Death,65-74 years,39,32,59,11,118,910
By Month,2022,12,10,Oregon,Total - All Places of Death,75-84 years,50,33,89,17,154,1211
By Month,2022,12,10,Oregon,Total - All Places of Death,85 years and over,83,43,81,19,186,1367
By Month,2023,1,10,Oregon,Total - All Places of Death,65-74 years,20,5,53,10,70,780
By Month,2023,1,10,Oregon,Total - All Places of Death,75-84 years,45,17,68,20,110,1080
By Month,2023,1,10,Oregon,Total - All Places of Death,85 years and over,60,14,70,17,126,1144
By Month,2023,2,10,Oregon,Total - All Places of Death,65-74 years,17,0,51,5,61,719
By Month,2023,2,10,Oregon,Total - All Places of Death,75-84 years,32,5,59,11,82,972
By Month,2023,2,10,Oregon,Total - All Places of Death,85 years and over,33,5,53,13,75,1004
By Month,2023,3,10,Oregon,Total - All Places of Death,65-74 years,20,5,57,10,67,767
By Month,2023,3,10,Oregon,Total - All Places of Death,75-84 years,31,0,75,13,93,920
By Month,2023,3,10,Oregon,Total - All Places of Death,85 years and over,43,5,64,13,95,1064
By Month,2023,4,10,Oregon,Total - All Places of Death,65-74 years,5,0,18,5,24,384
By Month,2023,4,10,Oregon,Total - All Places of Death,75-84 years,15,0,37,5,48,544
By Month,2023,4,10,Oregon,Total - All Places of Death,85 years and over,22,5,36,5,50,657
By Month,2020,1,3,Pennsylvania,Total - All Places of Death,65-74 years,0,17,137,0,154,2380
By Month,2020,1,3,Pennsylvania,Total - All Places of Death,75-84 years,0,14,186,0,200,2970
By Month,2020,1,3,Pennsylvania,Total - All Places of Death,85 years and over,0,23,307,0,330,4368
By Month,2020,2,3,Pennsylvania,Total - All Places of Death,65-74 years,0,5,109,0,117,2133
By Month,2020,2,3,Pennsylvania,Total - All Places of Death,75-84 years,0,31,150,0,181,2710
By Month,2020,2,3,Pennsylvania,Total - All Places of Death,85 years and over,0,17,255,0,272,4046
By Month,2020,3,3,Pennsylvania,Total - All Places of Death,65-74 years,20,23,165,5,199,2225
By Month,2020,3,3,Pennsylvania,Total - All Places of Death,75-84 years,32,41,239,13,299,2966
By Month,2020,3,3,Pennsylvania,Total - All Places of Death,85 years and over,29,40,297,16,350,4195
By Month,2020,4,3,Pennsylvania,Total - All Places of Death,65-74 years,649,5,387,256,783,2835
By Month,2020,4,3,Pennsylvania,Total - All Places of Death,75-84 years,922,5,557,365,1118,3802
By Month,2020,4,3,Pennsylvania,Total - All Places of Death,85 years and over,1462,5,799,520,1745,5719
By Month,2020,5,3,Pennsylvania,Total - All Places of Death,65-74 years,479,0,302,207,574,2542
By Month,2020,5,3,Pennsylvania,Total - All Places of Death,75-84 years,652,0,405,272,785,3261
By Month,2020,5,3,Pennsylvania,Total - All Places of Death,85 years and over,1242,5,538,352,1430,5071
By Month,2020,6,3,Pennsylvania,Total - All Places of Death,65-74 years,149,0,142,40,251,2105
By Month,2020,6,3,Pennsylvania,Total - All Places of Death,75-84 years,205,5,182,68,320,2644
By Month,2020,6,3,Pennsylvania,Total - All Places of Death,85 years and over,342,0,202,70,474,3615
By Month,2020,7,3,Pennsylvania,Total - All Places of Death,65-74 years,78,0,121,31,168,2098
By Month,2020,7,3,Pennsylvania,Total - All Places of Death,75-84 years,147,0,175,42,280,2744
By Month,2020,7,3,Pennsylvania,Total - All Places of Death,85 years and over,204,0,203,53,354,3744
By Month,2020,8,3,Pennsylvania,Total - All Places of Death,65-74 years,102,0,144,44,202,2255
By Month,2020,8,3,Pennsylvania,Total - All Places of Death,75-84 years,155,0,175,58,272,2805
By Month,2020,8,3,Pennsylvania,Total - All Places of Death,85 years and over,192,0,167,43,316,3739
By Month,2020,9,3,Pennsylvania,Total - All Places of Death,65-74 years,67,0,127,29,165,2127
By Month,2020,9,3,Pennsylvania,Total - All Places of Death,75-84 years,106,0,148,40,214,2672
By Month,2020,9,3,Pennsylvania,Total - All Places of Death,85 years and over,197,0,201,52,346,3782
By Month,2020,10,3,Pennsylvania,Total - All Places of Death,65-74 years,124,0,145,58,211,2350
By Month,2020,10,3,Pennsylvania,Total - All Places of Death,75-84 years,214,0,223,92,345,2899
By Month,2020,10,3,Pennsylvania,Total - All Places of Death,85 years and over,307,0,245,100,452,4068
By Month,2020,11,3,Pennsylvania,Total - All Places of Death,65-74 years,466,5,368,240,596,2688
By Month,2020,11,3,Pennsylvania,Total - All Places of Death,75-84 years,754,5,514,350,919,3494
By Month,2020,11,3,Pennsylvania,Total - All Places of Death,85 years and over,1061,0,516,348,1229,5100
By Month,2020,12,3,Pennsylvania,Total - All Places of Death,65-74 years,1185,0,696,573,1308,3649
By Month,2020,12,3,Pennsylvania,Total - All Places of Death,75-84 years,1854,5,952,803,2005,4901
By Month,2020,12,3,Pennsylvania,Total - All Places of Death,85 years and over,2798,5,1080,904,2974,7072
By Month,2021,1,3,Pennsylvania,Total - All Places of Death,65-74 years,1000,5,656,522,1135,3383
By Month,2021,1,3,Pennsylvania,Total - All Places of Death,75-84 years,1325,0,799,651,1473,4235
By Month,2021,1,3,Pennsylvania,Total - All Places of Death,85 years and over,1908,5,886,685,2110,6073
By Month,2021,2,3,Pennsylvania,Total - All Places of Death,65-74 years,406,5,323,228,501,2464
By Month,2021,2,3,Pennsylvania,Total - All Places of Death,75-84 years,544,5,394,274,665,3026
By Month,2021,2,3,Pennsylvania,Total - All Places of Death,85 years and over,710,5,437,275,872,4151
By Month,2021,3,3,Pennsylvania,Total - All Places of Death,65-74 years,269,0,244,141,372,2410
By Month,2021,3,3,Pennsylvania,Total - All Places of Death,75-84 years,263,0,241,122,382,2956
By Month,2021,3,3,Pennsylvania,Total - All Places of Death,85 years and over,253,5,266,113,407,3756
By Month,2021,4,3,Pennsylvania,Total - All Places of Death,65-74 years,323,0,286,181,428,2472
By Month,2021,4,3,Pennsylvania,Total - All Places of Death,75-84 years,308,0,259,167,400,2907
By Month,2021,4,3,Pennsylvania,Total - All Places of Death,85 years and over,305,5,273,141,438,3676
By Month,2021,5,3,Pennsylvania,Total - All Places of Death,65-74 years,229,0,222,127,324,2424
By Month,2021,5,3,Pennsylvania,Total - All Places of Death,75-84 years,201,0,228,113,316,2798
By Month,2021,5,3,Pennsylvania,Total - All Places of Death,85 years and over,172,0,188,85,275,3527
By Month,2021,6,3,Pennsylvania,Total - All Places of Death,65-74 years,83,0,122,40,165,2212
By Month,2021,6,3,Pennsylvania,Total - All Places of Death,75-84 years,88,0,160,44,204,2575
By Month,2021,6,3,Pennsylvania,Total - All Places of Death,85 years and over,60,0,152,27,185,3262
By Month,2021,7,3,Pennsylvania,Total - All Places of Death,65-74 years,41,0,118,16,143,2202
By Month,2021,7,3,Pennsylvania,Total - All Places of Death,75-84 years,36,0,134,17,153,2661
By Month,2021,7,3,Pennsylvania,Total - All Places of Death,85 years and over,36,0,159,13,182,3390
By Month,2021,8,3,Pennsylvania,Total - All Places of Death,65-74 years,157,0,208,96,269,2476
By Month,2021,8,3,Pennsylvania,Total - All Places of Death,75-84 years,141,0,187,76,252,2726
By Month,2021,8,3,Pennsylvania,Total - All Places of Death,85 years and over,117,0,206,46,277,3675
By Month,2021,9,3,Pennsylvania,Total - All Places of Death,65-74 years,304,5,287,185,407,2475
By Month,2021,9,3,Pennsylvania,Total - All Places of Death,75-84 years,330,0,344,184,490,3032
By Month,2021,9,3,Pennsylvania,Total - All Places of Death,85 years and over,306,0,309,147,468,3864
By Month,2021,10,3,Pennsylvania,Total - All Places of Death,65-74 years,542,0,440,309,673,2885
By Month,2021,10,3,Pennsylvania,Total - All Places of Death,75-84 years,527,5,442,285,685,3308
By Month,2021,10,3,Pennsylvania,Total - All Places of Death,85 years and over,548,0,415,262,701,4265
By Month,2021,11,3,Pennsylvania,Total - All Places of Death,65-74 years,580,5,467,345,703,2950
By Month,2021,11,3,Pennsylvania,Total - All Places of Death,75-84 years,578,0,481,333,726,3462
By Month,2021,11,3,Pennsylvania,Total - All Places of Death,85 years and over,501,5,418,229,690,4287
By Month,2021,12,3,Pennsylvania,Total - All Places of Death,65-74 years,904,5,652,533,1029,3400
By Month,2021,12,3,Pennsylvania,Total - All Places of Death,75-84 years,832,5,671,479,1032,3948
By Month,2021,12,3,Pennsylvania,Total - All Places of Death,85 years and over,752,5,587,394,951,4890
By Month,2022,1,3,Pennsylvania,Total - All Places of Death,65-74 years,1051,5,708,582,1180,3661
By Month,2022,1,3,Pennsylvania,Total - All Places of Death,75-84 years,1181,10,778,586,1380,4449
By Month,2022,1,3,Pennsylvania,Total - All Places of Death,85 years and over,1094,5,680,462,1318,5397
By Month,2022,2,3,Pennsylvania,Total - All Places of Death,65-74 years,426,5,312,214,530,2518
By Month,2022,2,3,Pennsylvania,Total - All Places of Death,75-84 years,506,5,379,243,644,3137
By Month,2022,2,3,Pennsylvania,Total - All Places of Death,85 years and over,581,5,375,228,734,4165
By Month,2022,3,3,Pennsylvania,Total - All Places of Death,65-74 years,137,5,169,73,236,2289
By Month,2022,3,3,Pennsylvania,Total - All Places of Death,75-84 years,135,5,194,62,271,2997
By Month,2022,3,3,Pennsylvania,Total - All Places of Death,85 years and over,183,0,210,57,336,3980
By Month,2022,4,3,Pennsylvania,Total - All Places of Death,65-74 years,38,5,132,16,158,2131
By Month,2022,4,3,Pennsylvania,Total - All Places of Death,75-84 years,91,10,164,34,231,2844
By Month,2022,4,3,Pennsylvania,Total - All Places of Death,85 years and over,113,5,187,29,276,3581
By Month,2022,5,3,Pennsylvania,Total - All Places of Death,65-74 years,78,5,117,20,180,2187
By Month,2022,5,3,Pennsylvania,Total - All Places of Death,75-84 years,130,5,212,53,290,2898
By Month,2022,5,3,Pennsylvania,Total - All Places of Death,85 years and over,182,5,161,41,306,3602
By Month,2022,6,3,Pennsylvania,Total - All Places of Death,65-74 years,88,5,131,24,197,2186
By Month,2022,6,3,Pennsylvania,Total - All Places of Death,75-84 years,141,5,174,47,270,2765
By Month,2022,6,3,Pennsylvania,Total - All Places of Death,85 years and over,200,5,223,60,368,3554
By Month,2022,7,3,Pennsylvania,Total - All Places of Death,65-74 years,74,0,122,30,166,2247
By Month,2022,7,3,Pennsylvania,Total - All Places of Death,75-84 years,127,5,148,37,240,2747
By Month,2022,7,3,Pennsylvania,Total - All Places of Death,85 years and over,181,0,191,48,324,3552
By Month,2022,8,3,Pennsylvania,Total - All Places of Death,65-74 years,84,0,122,25,181,2254
By Month,2022,8,3,Pennsylvania,Total - All Places of Death,75-84 years,146,0,159,44,261,2850
By Month,2022,8,3,Pennsylvania,Total - All Places of Death,85 years and over,247,0,205,69,383,3576
By Month,2022,9,3,Pennsylvania,Total - All Places of Death,65-74 years,99,0,123,39,183,2189
By Month,2022,9,3,Pennsylvania,Total - All Places of Death,75-84 years,163,5,164,50,277,2817
By Month,2022,9,3,Pennsylvania,Total - All Places of Death,85 years and over,205,5,176,58,323,3546
By Month,2022,10,3,Pennsylvania,Total - All Places of Death,65-74 years,75,5,121,23,174,2327
By Month,2022,10,3,Pennsylvania,Total - All Places of Death,75-84 years,170,5,201,54,318,3092
By Month,2022,10,3,Pennsylvania,Total - All Places of Death,85 years and over,277,5,253,91,442,4174
By Month,2022,11,3,Pennsylvania,Total - All Places of Death,65-74 years,97,5,168,32,238,2390
By Month,2022,11,3,Pennsylvania,Total - All Places of Death,75-84 years,177,10,177,46,317,3084
By Month,2022,11,3,Pennsylvania,Total - All Places of Death,85 years and over,259,11,254,76,445,3889
By Month,2022,12,3,Pennsylvania,Total - All Places of Death,65-74 years,105,38,187,40,289,2643
By Month,2022,12,3,Pennsylvania,Total - All Places of Death,75-84 years,160,61,218,48,386,3560
By Month,2022,12,3,Pennsylvania,Total - All Places of Death,85 years and over,280,70,298,66,579,4510
By Month,2023,1,3,Pennsylvania,Total - All Places of Death,65-74 years,111,27,192,43,287,2452
By Month,2023,1,3,Pennsylvania,Total - All Places of Death,75-84 years,228,32,253,84,427,3412
By Month,2023,1,3,Pennsylvania,Total - All Places of Death,85 years and over,326,40,312,96,580,4359
By Month,2023,2,3,Pennsylvania,Total - All Places of Death,65-74 years,68,5,123,18,174,2183
By Month,2023,2,3,Pennsylvania,Total - All Places of Death,75-84 years,149,5,197,53,296,2934
By Month,2023,2,3,Pennsylvania,Total - All Places of Death,85 years and over,211,11,225,59,386,3687
By Month,2023,3,3,Pennsylvania,Total - All Places of Death,65-74 years,64,0,126,22,168,2352
By Month,2023,3,3,Pennsylvania,Total - All Places of Death,75-84 years,138,5,230,46,326,3096
By Month,2023,3,3,Pennsylvania,Total - All Places of Death,85 years and over,167,5,213,35,349,3950
By Month,2023,4,3,Pennsylvania,Total - All Places of Death,65-74 years,35,5,99,14,121,1706
By Month,2023,4,3,Pennsylvania,Total - All Places of Death,75-84 years,60,5,130,20,172,2241
By Month,2023,4,3,Pennsylvania,Total - All Places of Death,85 years and over,83,5,179,21,242,2868
By Month,2020,1,1,Rhode Island,Total - All Places of Death,65-74 years,0,0,5,0,5,134
By Month,2020,1,1,Rhode Island,Total - All Places of Death,75-84 years,0,5,13,0,16,223
By Month,2020,1,1,Rhode Island,Total - All Places of Death,85 years and over,0,5,24,0,29,383
By Month,2020,2,1,Rhode Island,Total - All Places of Death,65-74 years,0,5,5,0,5,133
By Month,2020,2,1,Rhode Island,Total - All Places of Death,75-84 years,0,5,11,0,14,223
By Month,2020,2,1,Rhode Island,Total - All Places of Death,85 years and over,0,5,11,0,15,358
By Month,2020,3,1,Rhode Island,Total - All Places of Death,65-74 years,5,5,5,5,11,163
By Month,2020,3,1,Rhode Island,Total - All Places of Death,75-84 years,5,5,19,5,24,223
By Month,2020,3,1,Rhode Island,Total - All Places of Death,85 years and over,5,5,24,0,29,368
By Month,2020,4,1,Rhode Island,Total - All Places of Death,65-74 years,69,5,37,31,77,209
By Month,2020,4,1,Rhode Island,Total - All Places of Death,75-84 years,90,5,49,33,107,279
By Month,2020,4,1,Rhode Island,Total - All Places of Death,85 years and over,153,5,78,57,175,475
By Month,2020,5,1,Rhode Island,Total - All Places of Death,65-74 years,74,0,45,38,81,218
By Month,2020,5,1,Rhode Island,Total - All Places of Death,75-84 years,131,0,70,57,144,309
By Month,2020,5,1,Rhode Island,Total - All Places of Death,85 years and over,221,0,87,69,239,566
By Month,2020,6,1,Rhode Island,Total - All Places of Death,65-74 years,30,0,25,17,38,183
By Month,2020,6,1,Rhode Island,Total - All Places of Death,75-84 years,31,0,18,11,38,218
By Month,2020,6,1,Rhode Island,Total - All Places of Death,85 years and over,73,0,37,23,87,354
By Month,2020,7,1,Rhode Island,Total - All Places of Death,65-74 years,11,0,11,5,16,141
By Month,2020,7,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,14,5,19,189
By Month,2020,7,1,Rhode Island,Total - All Places of Death,85 years and over,14,0,13,5,26,270
By Month,2020,8,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,15,159
By Month,2020,8,1,Rhode Island,Total - All Places of Death,75-84 years,12,0,12,5,20,194
By Month,2020,8,1,Rhode Island,Total - All Places of Death,85 years and over,17,0,14,5,29,331
By Month,2020,9,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,13,153
By Month,2020,9,1,Rhode Island,Total - All Places of Death,75-84 years,13,0,19,10,22,208
By Month,2020,9,1,Rhode Island,Total - All Places of Death,85 years and over,22,0,25,11,36,319
By Month,2020,10,1,Rhode Island,Total - All Places of Death,65-74 years,15,0,15,11,19,154
By Month,2020,10,1,Rhode Island,Total - All Places of Death,75-84 years,24,0,22,12,34,201
By Month,2020,10,1,Rhode Island,Total - All Places of Death,85 years and over,48,0,24,20,52,347
By Month,2020,11,1,Rhode Island,Total - All Places of Death,65-74 years,32,0,25,19,38,172
By Month,2020,11,1,Rhode Island,Total - All Places of Death,75-84 years,55,0,36,26,65,237
By Month,2020,11,1,Rhode Island,Total - All Places of Death,85 years and over,97,0,58,39,116,417
By Month,2020,12,1,Rhode Island,Total - All Places of Death,65-74 years,94,0,57,50,101,238
By Month,2020,12,1,Rhode Island,Total - All Places of Death,75-84 years,129,0,76,64,141,314
By Month,2020,12,1,Rhode Island,Total - All Places of Death,85 years and over,239,0,114,92,261,585
By Month,2021,1,1,Rhode Island,Total - All Places of Death,65-74 years,78,0,49,39,88,227
By Month,2021,1,1,Rhode Island,Total - All Places of Death,75-84 years,103,0,57,48,112,309
By Month,2021,1,1,Rhode Island,Total - All Places of Death,85 years and over,192,5,98,79,211,513
By Month,2021,2,1,Rhode Island,Total - All Places of Death,65-74 years,37,0,24,20,41,165
By Month,2021,2,1,Rhode Island,Total - All Places of Death,75-84 years,44,0,25,20,49,206
By Month,2021,2,1,Rhode Island,Total - All Places of Death,85 years and over,83,0,43,32,94,371
By Month,2021,3,1,Rhode Island,Total - All Places of Death,65-74 years,23,0,12,5,26,185
By Month,2021,3,1,Rhode Island,Total - All Places of Death,75-84 years,22,0,19,11,30,231
By Month,2021,3,1,Rhode Island,Total - All Places of Death,85 years and over,24,0,17,5,33,352
By Month,2021,4,1,Rhode Island,Total - All Places of Death,65-74 years,10,0,12,5,17,160
By Month,2021,4,1,Rhode Island,Total - All Places of Death,75-84 years,12,0,10,5,18,197
By Month,2021,4,1,Rhode Island,Total - All Places of Death,85 years and over,14,0,16,5,23,273
By Month,2021,5,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,11,5,14,184
By Month,2021,5,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,5,5,12,212
By Month,2021,5,1,Rhode Island,Total - All Places of Death,85 years and over,5,0,20,5,22,301
By Month,2021,6,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,5,156
By Month,2021,6,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,5,5,13,179
By Month,2021,6,1,Rhode Island,Total - All Places of Death,85 years and over,5,0,15,0,16,294
By Month,2021,7,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,0,5,151
By Month,2021,7,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,5,5,10,201
By Month,2021,7,1,Rhode Island,Total - All Places of Death,85 years and over,5,0,11,0,12,276
By Month,2021,8,1,Rhode Island,Total - All Places of Death,65-74 years,11,0,14,5,18,164
By Month,2021,8,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,19,5,20,227
By Month,2021,8,1,Rhode Island,Total - All Places of Death,85 years and over,13,0,18,5,25,337
By Month,2021,9,1,Rhode Island,Total - All Places of Death,65-74 years,17,0,21,5,29,176
By Month,2021,9,1,Rhode Island,Total - All Places of Death,75-84 years,18,0,26,11,33,222
By Month,2021,9,1,Rhode Island,Total - All Places of Death,85 years and over,15,0,21,5,27,306
By Month,2021,10,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,15,5,18,183
By Month,2021,10,1,Rhode Island,Total - All Places of Death,75-84 years,10,0,16,5,21,204
By Month,2021,10,1,Rhode Island,Total - All Places of Death,85 years and over,18,0,28,10,36,347
By Month,2021,11,1,Rhode Island,Total - All Places of Death,65-74 years,19,0,14,5,24,192
By Month,2021,11,1,Rhode Island,Total - All Places of Death,75-84 years,18,0,29,12,35,248
By Month,2021,11,1,Rhode Island,Total - All Places of Death,85 years and over,20,0,20,5,33,330
By Month,2021,12,1,Rhode Island,Total - All Places of Death,65-74 years,53,5,42,35,62,248
By Month,2021,12,1,Rhode Island,Total - All Places of Death,75-84 years,44,0,45,29,60,302
By Month,2021,12,1,Rhode Island,Total - All Places of Death,85 years and over,37,0,36,21,52,397
By Month,2022,1,1,Rhode Island,Total - All Places of Death,65-74 years,64,0,47,38,73,253
By Month,2022,1,1,Rhode Island,Total - All Places of Death,75-84 years,75,0,45,38,82,283
By Month,2022,1,1,Rhode Island,Total - All Places of Death,85 years and over,86,0,52,42,96,435
By Month,2022,2,1,Rhode Island,Total - All Places of Death,65-74 years,26,0,16,12,30,181
By Month,2022,2,1,Rhode Island,Total - All Places of Death,75-84 years,30,5,27,16,42,228
By Month,2022,2,1,Rhode Island,Total - All Places of Death,85 years and over,43,0,21,12,52,328
By Month,2022,3,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,12,173
By Month,2022,3,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,5,0,18,236
By Month,2022,3,1,Rhode Island,Total - All Places of Death,85 years and over,5,5,18,5,25,273
By Month,2022,4,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,5,127
By Month,2022,4,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,12,5,17,230
By Month,2022,4,1,Rhode Island,Total - All Places of Death,85 years and over,15,0,12,5,25,312
By Month,2022,5,1,Rhode Island,Total - All Places of Death,65-74 years,5,5,5,5,5,145
By Month,2022,5,1,Rhode Island,Total - All Places of Death,75-84 years,10,0,10,5,17,233
By Month,2022,5,1,Rhode Island,Total - All Places of Death,85 years and over,24,0,15,5,31,327
By Month,2022,6,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,5,156
By Month,2022,6,1,Rhode Island,Total - All Places of Death,75-84 years,12,0,5,5,17,209
By Month,2022,6,1,Rhode Island,Total - All Places of Death,85 years and over,19,5,21,5,36,292
By Month,2022,7,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,13,194
By Month,2022,7,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,10,5,15,203
By Month,2022,7,1,Rhode Island,Total - All Places of Death,85 years and over,5,0,13,5,19,299
By Month,2022,8,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,0,5,174
By Month,2022,8,1,Rhode Island,Total - All Places of Death,75-84 years,10,0,14,5,19,201
By Month,2022,8,1,Rhode Island,Total - All Places of Death,85 years and over,14,0,16,5,27,290
By Month,2022,9,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,0,5,140
By Month,2022,9,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,5,5,12,206
By Month,2022,9,1,Rhode Island,Total - All Places of Death,85 years and over,13,0,12,5,23,281
By Month,2022,10,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,14,170
By Month,2022,10,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,5,5,5,252
By Month,2022,10,1,Rhode Island,Total - All Places of Death,85 years and over,21,0,18,5,32,350
By Month,2022,11,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,0,5,177
By Month,2022,11,1,Rhode Island,Total - All Places of Death,75-84 years,12,0,5,5,18,241
By Month,2022,11,1,Rhode Island,Total - All Places of Death,85 years and over,18,5,20,5,35,324
By Month,2022,12,1,Rhode Island,Total - All Places of Death,65-74 years,11,5,5,5,21,208
By Month,2022,12,1,Rhode Island,Total - All Places of Death,75-84 years,11,5,11,5,25,242
By Month,2022,12,1,Rhode Island,Total - All Places of Death,85 years and over,27,5,30,5,56,362
By Month,2023,1,1,Rhode Island,Total - All Places of Death,65-74 years,5,5,10,5,15,212
By Month,2023,1,1,Rhode Island,Total - All Places of Death,75-84 years,5,5,13,5,19,253
By Month,2023,1,1,Rhode Island,Total - All Places of Death,85 years and over,33,10,30,10,63,373
By Month,2023,2,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,10,148
By Month,2023,2,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,10,5,15,216
By Month,2023,2,1,Rhode Island,Total - All Places of Death,85 years and over,13,5,15,5,26,305
By Month,2023,3,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,5,11,193
By Month,2023,3,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,10,5,15,221
By Month,2023,3,1,Rhode Island,Total - All Places of Death,85 years and over,5,0,18,5,24,332
By Month,2023,4,1,Rhode Island,Total - All Places of Death,65-74 years,5,0,5,0,5,131
By Month,2023,4,1,Rhode Island,Total - All Places of Death,75-84 years,5,0,5,5,16,205
By Month,2023,4,1,Rhode Island,Total - All Places of Death,85 years and over,5,0,13,5,16,262
By Month,2020,1,4,South Carolina,Total - All Places of Death,65-74 years,0,5,60,0,69,1016
By Month,2020,1,4,South Carolina,Total - All Places of Death,75-84 years,0,5,77,0,85,1173
By Month,2020,1,4,South Carolina,Total - All Places of Death,85 years and over,0,5,73,0,77,1185
By Month,2020,2,4,South Carolina,Total - All Places of Death,65-74 years,0,5,50,0,58,945
By Month,2020,2,4,South Carolina,Total - All Places of Death,75-84 years,0,16,73,0,89,1080
By Month,2020,2,4,South Carolina,Total - All Places of Death,85 years and over,0,5,70,0,76,1080
By Month,2020,3,4,South Carolina,Total - All Places of Death,65-74 years,13,5,65,5,83,1011
By Month,2020,3,4,South Carolina,Total - All Places of Death,75-84 years,11,5,73,5,82,1160
By Month,2020,3,4,South Carolina,Total - All Places of Death,85 years and over,5,5,86,5,95,1220
By Month,2020,4,4,South Carolina,Total - All Places of Death,65-74 years,60,5,85,26,120,996
By Month,2020,4,4,South Carolina,Total - All Places of Death,75-84 years,80,5,98,28,152,1187
By Month,2020,4,4,South Carolina,Total - All Places of Death,85 years and over,51,5,80,17,115,1108
By Month,2020,5,4,South Carolina,Total - All Places of Death,65-74 years,68,0,79,28,119,1024
By Month,2020,5,4,South Carolina,Total - All Places of Death,75-84 years,96,0,107,43,160,1131
By Month,2020,5,4,South Carolina,Total - All Places of Death,85 years and over,77,0,83,27,133,1161
By Month,2020,6,4,South Carolina,Total - All Places of Death,65-74 years,78,0,85,29,134,1030
By Month,2020,6,4,South Carolina,Total - All Places of Death,75-84 years,72,5,89,32,130,1050
