,group,year,month,hhs_region,state,place_of_death,age_group,deaths_c19,deaths_flu,deaths_pna,deaths_c19_and_pna,deaths_c19_pna_or_flu,deaths_total
282,By Month,2022,8,9,Arizona,Total - All Places of Death,30-39 years,5,0,5,5.0,5,231
283,By Month,2022,8,9,Arizona,Total - All Places of Death,40-49 years,5,0,5,5.0,11,227
284,By Month,2022,8,9,Arizona,Total - All Places of Death,50-64 years,23,0,51,5.0,65,900
285,By Month,2022,8,9,Arizona,Total - All Places of Death,65-74 years,41,0,83,17.0,107,1166
286,By Month,2022,8,9,Arizona,Total - All Places of Death,75-84 years,56,5,97,20.0,134,1506
287,By Month,2022,8,9,Arizona,Total - All Places of Death,85 years and over,65,0,69,18.0,116,1442
288,By Month,2022,9,9,Arizona,Total - All Places of Death,All Ages,157,5,292,55.0,397,5517
289,By Month,2022,9,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,0.0,5,66
290,By Month,2022,9,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,0.0,5,139
291,By Month,2022,9,9,Arizona,Total - All Places of Death,30-39 years,5,0,5,5.0,10,218
292,By Month,2022,9,9,Arizona,Total - All Places of Death,40-49 years,5,0,11,5.0,14,277
293,By Month,2022,9,9,Arizona,Total - All Places of Death,50-64 years,17,0,49,5.0,57,831
294,By Month,2022,9,9,Arizona,Total - All Places of Death,65-74 years,31,5,66,15.0,85,1132
295,By Month,2022,9,9,Arizona,Total - All Places of Death,75-84 years,47,0,83,14.0,116,1430
296,By Month,2022,9,9,Arizona,Total - All Places of Death,85 years and over,53,0,70,15.0,108,1424
297,By Month,2022,10,9,Arizona,Total - All Places of Death,All Ages,131,5,305,57.0,382,5685
298,By Month,2022,10,9,Arizona,Total - All Places of Death,0-17 years,5,5,5,0.0,5,78
299,By Month,2022,10,9,Arizona,Total - All Places of Death,18-29 years,5,0,5,5.0,5,147
300,By Month,2022,10,9,Arizona,Total - All Places of Death,30-39 years,5,0,10,5.0,13,198
301,By Month,2022,10,9,Arizona,Total - All Places of Death,40-49 years,5,0,5,5.0,10,248
302,By Month,2022,10,9,Arizona,Total - All Places of Death,50-64 years,18,5,54,5.0,67,846
303,By Month,2022,10,9,Arizona,Total - All Places of Death,65-74 years,25,0,66,14.0,77,1181
304,By Month,2022,10,9,Arizona,Total - All Places of Death,75-84 years,28,0,83,13.0,98,1506
305,By Month,2022,10,9,Arizona,Total - All Places of Death,85 years and over,47,0,80,20.0,107,1481
306,By Month,2022,11,9,Arizona,Total - All Places of Death,All Ages,288,27,405,119.0,597,6221
307,By Month,2022,11,9,Arizona,Total - All Places of Death,0-17 years,0,5,5,0.0,5,72
308,By Month,2022,11,9,Arizona,Total - All Places of Death,18-29 years,5,5,5,0.0,5,121
309,By Month,2022,11,9,Arizona,Total - All Places of Death,30-39 years,5,5,5,5.0,11,212
310,By Month,2022,11,9,Arizona,Total - All Places of Death,40-49 years,5,5,16,5.0,24,244
311,By Month,2022,11,9,Arizona,Total - All Places of Death,50-64 years,28,5,65,11.0,88,896
312,By Month,2022,11,9,Arizona,Total - All Places of Death,65-74 years,58,5,93,27.0,127,1245
313,By Month,2022,11,9,Arizona,Total - All Places of Death,75-84 years,86,5,114,33.0,172,1706
314,By Month,2022,11,9,Arizona,Total - All Places of Death,85 years and over,105,5,102,45.0,164,1725
315,By Month,2022,12,9,Arizona,Total - All Places of Death,All Ages,511,58,595,218.0,944,6936
316,By Month,2022,12,9,Arizona,Total - All Places of Death,0-17 years,5,0,5,5.0,5,79
317,By Month,2022,12,9,Arizona,Total - All Places of Death,18-29 years,5,5,5,5.0,5,137
318,By Month,2022,12,9,Arizona,Total - All Places of Death,30-39 years,5,5,14,5.0,20,201
319,By Month,2022,12,9,Arizona,Total - All Places of Death,40-49 years,5,5,18,5.0,24,300
320,By Month,2022,12,9,Arizona,Total - All Places of Death,50-64 years,51,12,72,19.0,116,1028
321,By Month,2022,12,9,Arizona,Total - All Places of Death,65-74 years,96,15,123,41.0,193,1362
322,By Month,2022,12,9,Arizona,Total - All Places of Death,75-84 years,154,13,182,66.0,281,1880
323,By Month,2022,12,9,Arizona,Total - All Places of Death,85 years and over,194,11,179,84.0,300,1949
324,By Month,2022,1,6,Arkansas,Total - All Places of Death,All Ages,818,5,594,378.0,1038,3997
325,By Month,2022,1,6,Arkansas,Total - All Places of Death,0-17 years,5,0,5,0.0,5,37
326,By Month,2022,1,6,Arkansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,53
327,By Month,2022,1,6,Arkansas,Total - All Places of Death,30-39 years,14,0,5,5.0,16,99
328,By Month,2022,1,6,Arkansas,Total - All Places of Death,40-49 years,39,0,28,18.0,49,178
329,By Month,2022,1,6,Arkansas,Total - All Places of Death,50-64 years,170,0,122,81.0,211,765
330,By Month,2022,1,6,Arkansas,Total - All Places of Death,65-74 years,212,5,160,109.0,264,923
331,By Month,2022,1,6,Arkansas,Total - All Places of Death,75-84 years,237,0,157,101.0,293,1028
332,By Month,2022,1,6,Arkansas,Total - All Places of Death,85 years and over,139,5,114,61.0,195,914
333,By Month,2022,2,6,Arkansas,Total - All Places of Death,All Ages,785,5,559,396.0,951,3547
334,By Month,2022,2,6,Arkansas,Total - All Places of Death,0-17 years,0,0,5,0.0,5,35
335,By Month,2022,2,6,Arkansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,47
336,By Month,2022,2,6,Arkansas,Total - All Places of Death,30-39 years,11,0,5,5.0,12,80
337,By Month,2022,2,6,Arkansas,Total - All Places of Death,40-49 years,24,0,15,11.0,28,158
338,By Month,2022,2,6,Arkansas,Total - All Places of Death,50-64 years,141,5,103,80.0,165,640
339,By Month,2022,2,6,Arkansas,Total - All Places of Death,65-74 years,202,0,153,114.0,241,773
340,By Month,2022,2,6,Arkansas,Total - All Places of Death,75-84 years,242,0,175,127.0,290,960
341,By Month,2022,2,6,Arkansas,Total - All Places of Death,85 years and over,159,5,105,59.0,207,854
342,By Month,2022,3,6,Arkansas,Total - All Places of Death,All Ages,208,5,257,100.0,371,3177
343,By Month,2022,3,6,Arkansas,Total - All Places of Death,0-17 years,5,0,5,0.0,5,48
344,By Month,2022,3,6,Arkansas,Total - All Places of Death,18-29 years,5,0,5,0.0,5,41
345,By Month,2022,3,6,Arkansas,Total - All Places of Death,30-39 years,5,5,5,5.0,5,93
346,By Month,2022,3,6,Arkansas,Total - All Places of Death,40-49 years,5,0,5,5.0,11,137
347,By Month,2022,3,6,Arkansas,Total - All Places of Death,50-64 years,30,0,52,17.0,65,583
348,By Month,2022,3,6,Arkansas,Total - All Places of Death,65-74 years,60,5,71,33.0,99,726
349,By Month,2022,3,6,Arkansas,Total - All Places of Death,75-84 years,64,5,66,28.0,103,826
350,By Month,2022,3,6,Arkansas,Total - All Places of Death,85 years and over,43,5,53,18.0,81,723
351,By Month,2022,4,6,Arkansas,Total - All Places of Death,All Ages,60,5,176,20.0,221,2786
352,By Month,2022,4,6,Arkansas,Total - All Places of Death,0-17 years,5,0,5,0.0,5,23
353,By Month,2022,4,6,Arkansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,62
354,By Month,2022,4,6,Arkansas,Total - All Places of Death,30-39 years,5,5,5,0.0,5,70
355,By Month,2022,4,6,Arkansas,Total - All Places of Death,40-49 years,5,0,5,5.0,5,119
356,By Month,2022,4,6,Arkansas,Total - All Places of Death,50-64 years,11,5,20,5.0,27,484
357,By Month,2022,4,6,Arkansas,Total - All Places of Death,65-74 years,12,5,49,5.0,58,634
358,By Month,2022,4,6,Arkansas,Total - All Places of Death,75-84 years,17,0,55,5.0,68,751
359,By Month,2022,4,6,Arkansas,Total - All Places of Death,85 years and over,11,5,40,5.0,50,643
360,By Month,2022,5,6,Arkansas,Total - All Places of Death,All Ages,45,5,168,16.0,200,2920
361,By Month,2022,5,6,Arkansas,Total - All Places of Death,0-17 years,0,0,5,0.0,5,43
362,By Month,2022,5,6,Arkansas,Total - All Places of Death,18-29 years,0,0,0,0.0,0,71
363,By Month,2022,5,6,Arkansas,Total - All Places of Death,30-39 years,0,0,5,0.0,5,95
364,By Month,2022,5,6,Arkansas,Total - All Places of Death,40-49 years,5,5,5,5.0,10,133
365,By Month,2022,5,6,Arkansas,Total - All Places of Death,50-64 years,5,0,21,5.0,22,519
366,By Month,2022,5,6,Arkansas,Total - All Places of Death,65-74 years,11,5,56,5.0,62,652
367,By Month,2022,5,6,Arkansas,Total - All Places of Death,75-84 years,11,0,44,5.0,53,753
368,By Month,2022,5,6,Arkansas,Total - All Places of Death,85 years and over,13,5,37,5.0,48,654
369,By Month,2022,6,6,Arkansas,Total - All Places of Death,All Ages,66,5,160,17.0,210,2861
370,By Month,2022,6,6,Arkansas,Total - All Places of Death,0-17 years,5,0,5,0.0,5,39
371,By Month,2022,6,6,Arkansas,Total - All Places of Death,18-29 years,5,0,0,0.0,5,41
372,By Month,2022,6,6,Arkansas,Total - All Places of Death,30-39 years,0,0,5,0.0,5,82
373,By Month,2022,6,6,Arkansas,Total - All Places of Death,40-49 years,5,0,5,0.0,5,108
374,By Month,2022,6,6,Arkansas,Total - All Places of Death,50-64 years,10,5,17,5.0,26,485
375,By Month,2022,6,6,Arkansas,Total - All Places of Death,65-74 years,16,0,30,5.0,43,620
376,By Month,2022,6,6,Arkansas,Total - All Places of Death,75-84 years,18,0,60,5.0,72,800
377,By Month,2022,6,6,Arkansas,Total - All Places of Death,85 years and over,18,0,46,5.0,58,686
378,By Month,2022,7,6,Arkansas,Total - All Places of Death,All Ages,148,5,195,56.0,287,2929
379,By Month,2022,7,6,Arkansas,Total - All Places of Death,0-17 years,5,0,5,5.0,5,43
380,By Month,2022,7,6,Arkansas,Total - All Places of Death,18-29 years,5,0,0,0.0,5,54
381,By Month,2022,7,6,Arkansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,69
382,By Month,2022,7,6,Arkansas,Total - All Places of Death,40-49 years,5,0,5,0.0,10,162
383,By Month,2022,7,6,Arkansas,Total - All Places of Death,50-64 years,18,0,29,5.0,41,513
384,By Month,2022,7,6,Arkansas,Total - All Places of Death,65-74 years,27,0,43,5.0,62,665
385,By Month,2022,7,6,Arkansas,Total - All Places of Death,75-84 years,42,0,57,21.0,78,757
386,By Month,2022,7,6,Arkansas,Total - All Places of Death,85 years and over,52,5,53,18.0,87,666
387,By Month,2022,8,6,Arkansas,Total - All Places of Death,All Ages,179,5,196,61.0,315,2933
388,By Month,2022,8,6,Arkansas,Total - All Places of Death,0-17 years,5,0,5,5.0,5,36
389,By Month,2022,8,6,Arkansas,Total - All Places of Death,18-29 years,5,0,0,0.0,5,70
390,By Month,2022,8,6,Arkansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,79
391,By Month,2022,8,6,Arkansas,Total - All Places of Death,40-49 years,5,0,5,5.0,13,136
392,By Month,2022,8,6,Arkansas,Total - All Places of Death,50-64 years,19,0,36,5.0,50,514
393,By Month,2022,8,6,Arkansas,Total - All Places of Death,65-74 years,31,0,39,11.0,59,628
394,By Month,2022,8,6,Arkansas,Total - All Places of Death,75-84 years,69,5,60,23.0,107,767
395,By Month,2022,8,6,Arkansas,Total - All Places of Death,85 years and over,45,0,48,16.0,77,703
396,By Month,2022,9,6,Arkansas,Total - All Places of Death,All Ages,147,5,181,41.0,288,2914
397,By Month,2022,9,6,Arkansas,Total - All Places of Death,0-17 years,0,0,5,0.0,5,45
398,By Month,2022,9,6,Arkansas,Total - All Places of Death,18-29 years,5,0,5,5.0,5,53
399,By Month,2022,9,6,Arkansas,Total - All Places of Death,30-39 years,5,0,5,0.0,5,72
400,By Month,2022,9,6,Arkansas,Total - All Places of Death,40-49 years,5,0,11,5.0,12,117
401,By Month,2022,9,6,Arkansas,Total - All Places of Death,50-64 years,5,5,27,5.0,35,494
402,By Month,2022,9,6,Arkansas,Total - All Places of Death,65-74 years,29,0,33,5.0,53,627
403,By Month,2022,9,6,Arkansas,Total - All Places of Death,75-84 years,46,0,55,13.0,88,787
404,By Month,2022,9,6,Arkansas,Total - All Places of Death,85 years and over,53,0,49,13.0,89,719
405,By Month,2022,10,6,Arkansas,Total - All Places of Death,All Ages,102,5,192,31.0,270,3081
406,By Month,2022,10,6,Arkansas,Total - All Places of Death,0-17 years,5,5,5,5.0,5,48
407,By Month,2022,10,6,Arkansas,Total - All Places of Death,18-29 years,0,0,0,0.0,0,59
408,By Month,2022,10,6,Arkansas,Total - All Places of Death,30-39 years,5,0,5,0.0,5,66
409,By Month,2022,10,6,Arkansas,Total - All Places of Death,40-49 years,5,0,5,5.0,5,124
410,By Month,2022,10,6,Arkansas,Total - All Places of Death,50-64 years,12,5,23,5.0,33,523
411,By Month,2022,10,6,Arkansas,Total - All Places of Death,65-74 years,26,5,51,12.0,67,672
412,By Month,2022,10,6,Arkansas,Total - All Places of Death,75-84 years,26,5,55,5.0,77,849
413,By Month,2022,10,6,Arkansas,Total - All Places of Death,85 years and over,33,5,51,5.0,78,740
414,By Month,2022,11,6,Arkansas,Total - All Places of Death,All Ages,83,40,204,30.0,297,3051
415,By Month,2022,11,6,Arkansas,Total - All Places of Death,0-17 years,0,0,5,0.0,5,36
416,By Month,2022,11,6,Arkansas,Total - All Places of Death,18-29 years,0,0,0,0.0,0,53
417,By Month,2022,11,6,Arkansas,Total - All Places of Death,30-39 years,5,5,5,5.0,5,78
418,By Month,2022,11,6,Arkansas,Total - All Places of Death,40-49 years,0,5,5,0.0,11,143
419,By Month,2022,11,6,Arkansas,Total - All Places of Death,50-64 years,5,5,23,0.0,36,499
420,By Month,2022,11,6,Arkansas,Total - All Places of Death,65-74 years,21,5,58,5.0,78,680
421,By Month,2022,11,6,Arkansas,Total - All Places of Death,75-84 years,26,10,63,5.0,90,846
422,By Month,2022,11,6,Arkansas,Total - All Places of Death,85 years and over,29,5,49,11.0,74,716
423,By Month,2022,12,6,Arkansas,Total - All Places of Death,All Ages,131,64,279,48.0,423,3421
424,By Month,2022,12,6,Arkansas,Total - All Places of Death,0-17 years,0,0,5,0.0,5,29
425,By Month,2022,12,6,Arkansas,Total - All Places of Death,18-29 years,0,5,5,0.0,5,55
426,By Month,2022,12,6,Arkansas,Total - All Places of Death,30-39 years,5,0,5,5.0,5,73
427,By Month,2022,12,6,Arkansas,Total - All Places of Death,40-49 years,5,5,5,0.0,13,163
428,By Month,2022,12,6,Arkansas,Total - All Places of Death,50-64 years,12,20,42,5.0,70,587
429,By Month,2022,12,6,Arkansas,Total - All Places of Death,65-74 years,25,12,62,12.0,87,767
430,By Month,2022,12,6,Arkansas,Total - All Places of Death,75-84 years,46,12,94,19.0,131,931
431,By Month,2022,12,6,Arkansas,Total - All Places of Death,85 years and over,44,13,67,13.0,111,816
432,By Month,2022,1,9,California,Total - All Places of Death,All Ages,6851,21,5586,3918.0,8536,34938
433,By Month,2022,1,9,California,Total - All Places of Death,0-17 years,21,5,5,5.0,24,246
434,By Month,2022,1,9,California,Total - All Places of Death,18-29 years,75,5,39,34.0,82,564
435,By Month,2022,1,9,California,Total - All Places of Death,30-39 years,146,5,85,59.0,172,945
436,By Month,2022,1,9,California,Total - All Places of Death,40-49 years,372,5,224,176.0,421,1484
437,By Month,2022,1,9,California,Total - All Places of Death,50-64 years,1346,5,1016,769.0,1595,5517
438,By Month,2022,1,9,California,Total - All Places of Death,65-74 years,1439,5,1166,848.0,1760,6650
439,By Month,2022,1,9,California,Total - All Places of Death,75-84 years,1627,5,1513,1020.0,2126,8219
440,By Month,2022,1,9,California,Total - All Places of Death,85 years and over,1825,5,1534,1006.0,2356,11313
441,By Month,2022,2,9,California,Total - All Places of Death,All Ages,4970,12,4341,2946.0,6371,28610
442,By Month,2022,2,9,California,Total - All Places of Death,0-17 years,13,0,5,5.0,14,262
443,By Month,2022,2,9,California,Total - All Places of Death,18-29 years,19,0,19,5.0,30,510
444,By Month,2022,2,9,California,Total - All Places of Death,30-39 years,86,0,71,43.0,114,812
445,By Month,2022,2,9,California,Total - All Places of Death,40-49 years,192,5,149,109.0,232,1111
446,By Month,2022,2,9,California,Total - All Places of Death,50-64 years,941,5,777,584.0,1138,4524
447,By Month,2022,2,9,California,Total - All Places of Death,65-74 years,1163,5,1042,725.0,1481,5528
448,By Month,2022,2,9,California,Total - All Places of Death,75-84 years,1255,5,1142,760.0,1637,6805
449,By Month,2022,2,9,California,Total - All Places of Death,85 years and over,1301,5,1138,715.0,1725,9058
450,By Month,2022,3,9,California,Total - All Places of Death,All Ages,1487,5,2134,791.0,2835,25533
451,By Month,2022,3,9,California,Total - All Places of Death,0-17 years,5,0,5,0.0,5,266
452,By Month,2022,3,9,California,Total - All Places of Death,18-29 years,20,5,18,5.0,35,507
453,By Month,2022,3,9,California,Total - All Places of Death,30-39 years,29,0,26,11.0,44,786
454,By Month,2022,3,9,California,Total - All Places of Death,40-49 years,47,5,58,22.0,84,1024
455,By Month,2022,3,9,California,Total - All Places of Death,50-64 years,288,0,355,164.0,479,4051
456,By Month,2022,3,9,California,Total - All Places of Death,65-74 years,355,5,511,222.0,645,4926
457,By Month,2022,3,9,California,Total - All Places of Death,75-84 years,359,5,582,200.0,742,6043
458,By Month,2022,3,9,California,Total - All Places of Death,85 years and over,385,5,581,168.0,799,7930
459,By Month,2022,4,9,California,Total - All Places of Death,All Ages,520,5,1450,209.0,1768,23315
460,By Month,2022,4,9,California,Total - All Places of Death,0-17 years,5,0,5,0.0,11,249
461,By Month,2022,4,9,California,Total - All Places of Death,18-29 years,5,5,10,5.0,16,536
462,By Month,2022,4,9,California,Total - All Places of Death,30-39 years,12,0,15,5.0,22,701
463,By Month,2022,4,9,California,Total - All Places of Death,40-49 years,24,5,47,5.0,67,1029
464,By Month,2022,4,9,California,Total - All Places of Death,50-64 years,95,5,218,50.0,265,3633
465,By Month,2022,4,9,California,Total - All Places of Death,65-74 years,94,5,306,40.0,362,4512
466,By Month,2022,4,9,California,Total - All Places of Death,75-84 years,120,5,386,44.0,463,5510
467,By Month,2022,4,9,California,Total - All Places of Death,85 years and over,164,0,460,62.0,562,7145
468,By Month,2022,5,9,California,Total - All Places of Death,All Ages,613,23,1498,226.0,1907,24192
469,By Month,2022,5,9,California,Total - All Places of Death,0-17 years,5,0,5,5.0,5,275
470,By Month,2022,5,9,California,Total - All Places of Death,18-29 years,5,0,14,5.0,18,520
471,By Month,2022,5,9,California,Total - All Places of Death,30-39 years,19,5,27,5.0,43,787
472,By Month,2022,5,9,California,Total - All Places of Death,40-49 years,27,5,49,5.0,73,1062
473,By Month,2022,5,9,California,Total - All Places of Death,50-64 years,91,5,207,29.0,271,3776
474,By Month,2022,5,9,California,Total - All Places of Death,65-74 years,105,5,319,43.0,384,4485
475,By Month,2022,5,9,California,Total - All Places of Death,75-84 years,142,5,416,53.0,509,5704
476,By Month,2022,5,9,California,Total - All Places of Death,85 years and over,218,5,460,87.0,600,7583
477,By Month,2022,6,9,California,Total - All Places of Death,All Ages,947,51,1528,372.0,2151,23913
478,By Month,2022,6,9,California,Total - All Places of Death,0-17 years,5,5,5,0.0,5,261
479,By Month,2022,6,9,California,Total - All Places of Death,18-29 years,5,5,15,5.0,21,551
480,By Month,2022,6,9,California,Total - All Places of Death,30-39 years,12,5,21,5.0,33,815
481,By Month,2022,6,9,California,Total - All Places of Death,40-49 years,25,5,40,5.0,60,1002
482,By Month,2022,6,9,California,Total - All Places of Death,50-64 years,107,5,230,33.0,311,3729
483,By Month,2022,6,9,California,Total - All Places of Death,65-74 years,150,5,319,57.0,416,4388
484,By Month,2022,6,9,California,Total - All Places of Death,75-84 years,238,11,399,112.0,535,5671
485,By Month,2022,6,9,California,Total - All Places of Death,85 years and over,404,19,501,156.0,768,7496
486,By Month,2022,7,9,California,Total - All Places of Death,All Ages,1571,13,1796,592.0,2787,25312
487,By Month,2022,7,9,California,Total - All Places of Death,0-17 years,5,5,5,5.0,5,260
488,By Month,2022,7,9,California,Total - All Places of Death,18-29 years,5,0,5,5.0,15,567
489,By Month,2022,7,9,California,Total - All Places of Death,30-39 years,28,0,34,5.0,54,848
490,By Month,2022,7,9,California,Total - All Places of Death,40-49 years,47,5,47,16.0,80,1142
491,By Month,2022,7,9,California,Total - All Places of Death,50-64 years,183,5,257,60.0,382,3973
492,By Month,2022,7,9,California,Total - All Places of Death,65-74 years,251,5,390,108.0,535,4692
493,By Month,2022,7,9,California,Total - All Places of Death,75-84 years,423,5,486,167.0,745,5989
494,By Month,2022,7,9,California,Total - All Places of Death,85 years and over,627,5,572,231.0,970,7841
495,By Month,2022,8,9,California,Total - All Places of Death,All Ages,1384,5,1734,498.0,2624,25152
496,By Month,2022,8,9,California,Total - All Places of Death,0-17 years,5,0,5,5.0,16,294
497,By Month,2022,8,9,California,Total - All Places of Death,18-29 years,5,0,5,5.0,13,535
498,By Month,2022,8,9,California,Total - All Places of Death,30-39 years,16,5,33,5.0,45,869
